# page-membership (element_of) round (gen_page_pairs.py; source=MediaWiki API via fetch_category_pages.py; Haiku-graded CENTRALITY). a=category b=page; relation=element_of, a_type=category b_type=page. neg=off-domain non-membership. cols: a	b	stratum	wl	mu	relation	a_type	b_type
Nonlinear_systems	Traveling-wave_parametric_amplifier	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Chess_openings	Arithmetic_combinatorics	neg	-1	0.0	element_of	category	page
Medieval_knights	Dense_heterarchy	neg	-1	0.0	element_of	category	page
1978_albums	Dense_heterarchy	neg	-1	0.0	element_of	category	page
Bifurcation_theory	Infinite-period_bifurcation	pos_pageof_bifurcation_	-1	0.8	element_of	category	page
Television_stations	Structured_programming	neg	-1	0.0	element_of	category	page
Television_stations	Holon_(sculpture)	neg	-1	0.0	element_of	category	page
Television_stations	Enactivism	neg	-1	0.0	element_of	category	page
1978_albums	Darwin_among_the_Machines	neg	-1	0.0	element_of	category	page
Cooking	Interactional_linguistics	neg	-1	0.0	element_of	category	page
Ergodic_theory	No-wandering-domain_theorem	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Nonlinear_systems	Resonant_interaction	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Chess_openings	Social_neuroscience	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Holism_and_Evolution	neg	-1	0.0	element_of	category	page
Galaxies	Stakeholder_analysis	neg	-1	0.0	element_of	category	page
Holism	Wholistic_reference	pos_pageof_holism	-1	0.2	element_of	category	page
1978_albums	Analytic_hierarchy_process	neg	-1	0.0	element_of	category	page
Public_toilets_automation	N2_chart	neg	-1	0.0	element_of	category	page
Systems_analysis	PDCA	pos_pageof_systems_anal	-1	0.8	element_of	category	page
Galaxies	CFA_Loop	neg	-1	0.0	element_of	category	page
Tornado	Emergent_algorithm	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Ellis–Numakura_lemma	neg	-1	0.0	element_of	category	page
Ergodic_theory	Hadamard's_dynamical_system	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Galaxies	Global_brain	neg	-1	0.0	element_of	category	page
Holism	Holomovement	pos_pageof_holism	-1	0.4	element_of	category	page
Comedians	Hadamard's_dynamical_system	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Steady_change	neg	-1	0.0	element_of	category	page
Cooking	STAR_model	neg	-1	0.0	element_of	category	page
Feudalism	Infinite_compositions_of_analytic_functions	neg	-1	0.0	element_of	category	page
Television_stations	Conservative_system	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Chaos_communications	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Nonlinear_systems	Nonlinear_acoustics	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Nonlinear_systems	Crisis_(dynamical_systems)	pos_pageof_nonlinear_sy	-1	0.8	element_of	category	page
Comedians	Bifurcation_theory	neg	-1	0.0	element_of	category	page
1978_albums	The_Evolution_of_Cooperation	neg	-1	0.0	element_of	category	page
Galaxies	Equidistribution_theorem	neg	-1	0.0	element_of	category	page
Feudalism	Topological_entropy	neg	-1	0.0	element_of	category	page
Feudalism	Mixing_(mathematics)	neg	-1	0.0	element_of	category	page
Tornado	Markov_odometer	neg	-1	0.0	element_of	category	page
Systems_analysis	Problem_frames_approach	pos_pageof_systems_anal	-1	0.8	element_of	category	page
Feudalism	Synergistic_system	neg	-1	0.0	element_of	category	page
Cooking	Sphoṭa	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Pyragas_method	pos_pageof_nonlinear_sy	-1	0.8	element_of	category	page
Medieval_knights	Prancercise	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Social_cognitive_neuroscience	neg	-1	0.0	element_of	category	page
Feudalism	Pyragas_method	neg	-1	0.0	element_of	category	page
Ergodic_theory	Equidistributed_sequence	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Public_toilets_automation	Living_technology	neg	-1	0.0	element_of	category	page
Ergodic_theory	Conservative_system	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Emergence	Computational_irreducibility	pos_pageof_emergence	-1	0.6	element_of	category	page
Chess_openings	Blue_sky_catastrophe	neg	-1	0.0	element_of	category	page
Television_stations	Dynamic_fluid_film_equations	neg	-1	0.0	element_of	category	page
Feudalism	Traveling-wave_parametric_amplifier	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Ecology	neg	-1	0.0	element_of	category	page
Television_stations	Internet_traffic_engineering	neg	-1	0.0	element_of	category	page
Holism	Holism_and_Evolution	pos_pageof_holism	-1	0.8	element_of	category	page
Ergodic_theory	Syndetic_set	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Television_stations	The_Evolution_of_Cooperation	neg	-1	0.0	element_of	category	page
1978_albums	Ideal_observer_theory	neg	-1	0.0	element_of	category	page
Chess_openings	Integrative_level	neg	-1	0.0	element_of	category	page
Medieval_knights	Social_cognitive_neuroscience	neg	-1	0.0	element_of	category	page
Medieval_knights	No-wandering-domain_theorem	neg	-1	0.0	element_of	category	page
Television_stations	Failure_mode_and_effects_analysis	neg	-1	0.0	element_of	category	page
Emergence	Swarm_(simulation)	pos_pageof_emergence	-1	0.6	element_of	category	page
Ergodic_theory	Thick_set	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Cooking	Subshift_of_finite_type	neg	-1	0.0	element_of	category	page
Comedians	Steady_change	neg	-1	0.0	element_of	category	page
1978_albums	Composite_gravity	neg	-1	0.0	element_of	category	page
Television_stations	Manumation	neg	-1	0.0	element_of	category	page
Holism	Gestalt_psychology	pos_pageof_holism	-1	0.8	element_of	category	page
Chess_openings	Kingman's_subadditive_ergodic_theorem	neg	-1	0.0	element_of	category	page
Cooking	Oseledets_theorem	neg	-1	0.0	element_of	category	page
Chess_openings	Symmetry-protected_topological_order	neg	-1	0.0	element_of	category	page
1978_albums	Holon_(philosophy)	neg	-1	0.0	element_of	category	page
Holism	Holon_(philosophy)	pos_pageof_holism	-1	0.8	element_of	category	page
Television_stations	Function_(computer_programming)	neg	-1	0.0	element_of	category	page
Emergence	Price_point	pos_pageof_emergence	-1	0.0	element_of	category	page
Public_toilets_automation	Organicism	neg	-1	0.0	element_of	category	page
Emergence	Personality_systematics	pos_pageof_emergence	-1	0.2	element_of	category	page
Systems_analysis	Ultra-large-scale_systems	pos_pageof_systems_anal	-1	0.8	element_of	category	page
Galaxies	N2_chart	neg	-1	0.0	element_of	category	page
Feudalism	Wave_turbulence	neg	-1	0.0	element_of	category	page
Tornado	Normal_form_(dynamical_systems)	neg	-1	0.0	element_of	category	page
Chess_openings	The_Ghost_in_the_Machine	neg	-1	0.0	element_of	category	page
Comedians	Structure_chart	neg	-1	0.0	element_of	category	page
Galaxies	Implicate_and_explicate_order	neg	-1	0.0	element_of	category	page
1978_albums	Theory_of_narrative_thought	neg	-1	0.0	element_of	category	page
1978_albums	Ergodic_process	neg	-1	0.0	element_of	category	page
1978_albums	NeSSI	neg	-1	0.0	element_of	category	page
Galaxies	Manumation	neg	-1	0.0	element_of	category	page
Feudalism	IP_set	neg	-1	0.0	element_of	category	page
Television_stations	Health_web_science	neg	-1	0.0	element_of	category	page
Television_stations	Topological_entropy	neg	-1	0.0	element_of	category	page
Comedians	Analytic_hierarchy_process	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Nonlinear_system_identification	neg	-1	0.0	element_of	category	page
Medieval_knights	Biocomplexity	neg	-1	0.0	element_of	category	page
Comedians	Systems_analysis	neg	-1	0.0	element_of	category	page
Medieval_knights	Heteroclinic_bifurcation	neg	-1	0.0	element_of	category	page
Cooking	Ergodic_theory	neg	-1	0.0	element_of	category	page
Galaxies	Health_web_science	neg	-1	0.0	element_of	category	page
Cooking	Composite_gravity	neg	-1	0.0	element_of	category	page
Bifurcation_theory	Blue_sky_catastrophe	pos_pageof_bifurcation_	-1	0.8	element_of	category	page
Feudalism	Nonlinear_system	neg	-1	0.0	element_of	category	page
Comedians	IP_set	neg	-1	0.0	element_of	category	page
Galaxies	OODA_loop	neg	-1	0.0	element_of	category	page
1978_albums	Normal_form_(dynamical_systems)	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Maximising_measure	neg	-1	0.0	element_of	category	page
Tornado	Dispersive_partial_differential_equation	neg	-1	0.0	element_of	category	page
Feudalism	Structured_what-if_technique	neg	-1	0.0	element_of	category	page
Tornado	Diakoptics	neg	-1	0.0	element_of	category	page
Cooking	Axiom_A	neg	-1	0.0	element_of	category	page
Bifurcation_theory	Saddle-node_bifurcation	pos_pageof_bifurcation_	-1	1.0	element_of	category	page
Feudalism	Biological_applications_of_bifurcation_theory	neg	-1	0.0	element_of	category	page
Television_stations	Artificial_creation	neg	-1	0.0	element_of	category	page
Television_stations	DUAL_(cognitive_architecture)	neg	-1	0.0	element_of	category	page
Ergodic_theory	Quantum_ergodicity	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Systems_analysis	Diakoptics	pos_pageof_systems_anal	-1	0.8	element_of	category	page
Nonlinear_systems	C0-semigroup	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
1978_albums	Mixing_(mathematics)	neg	-1	0.0	element_of	category	page
1978_albums	Power_integrity	neg	-1	0.0	element_of	category	page
1978_albums	Transpartisan	neg	-1	0.0	element_of	category	page
Emergence	Integrative_level	pos_pageof_emergence	-1	0.6	element_of	category	page
Comedians	Logico-linguistic_modeling	neg	-1	0.0	element_of	category	page
Comedians	Special_sciences	neg	-1	0.0	element_of	category	page
Tornado	Modular_design	neg	-1	0.0	element_of	category	page
Television_stations	System_integration	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Theta_model	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Cooking	Ergodic_process	neg	-1	0.0	element_of	category	page
Comedians	Ratner's_theorems	neg	-1	0.0	element_of	category	page
Television_stations	Mixing_(physics)	neg	-1	0.0	element_of	category	page
Tornado	Chaotic_hysteresis	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Holism_in_science	neg	-1	0.0	element_of	category	page
Galaxies	Krylov–Bogolyubov_theorem	neg	-1	0.0	element_of	category	page
Medieval_knights	Superorganism	neg	-1	0.0	element_of	category	page
Cooking	Additive_state_decomposition	neg	-1	0.0	element_of	category	page
Tornado	Piecewise_syndetic_set	neg	-1	0.0	element_of	category	page
Holism	Confirmation_holism	pos_pageof_holism	-1	0.6	element_of	category	page
Feudalism	Convergent_cross_mapping	neg	-1	0.0	element_of	category	page
Ergodic_theory	Rice's_formula	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Feudalism	Rokhlin_lemma	neg	-1	0.0	element_of	category	page
Chess_openings	Feigenbaum_constants	neg	-1	0.0	element_of	category	page
Emergence	Transpartisan	pos_pageof_emergence	-1	0.0	element_of	category	page
Nonlinear_systems	Convergent_cross_mapping	pos_pageof_nonlinear_sy	-1	0.8	element_of	category	page
Ergodic_theory	Oseledets_theorem	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
1978_albums	List_of_nonlinear_ordinary_differential_equations	neg	-1	0.0	element_of	category	page
1978_albums	System_requirements_specification	neg	-1	0.0	element_of	category	page
Chess_openings	Maximal_ergodic_theorem	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Arithmetic_combinatorics	neg	-1	0.0	element_of	category	page
Television_stations	Oseledets_theorem	neg	-1	0.0	element_of	category	page
Feudalism	Fundamental_domain	neg	-1	0.0	element_of	category	page
Medieval_knights	S._G._Dani	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Nonlinear_system	pos_pageof_nonlinear_sy	-1	1.0	element_of	category	page
Holism	Prancercise	pos_pageof_holism	-1	0.0	element_of	category	page
Systems_analysis	Project_Neptune_(water_distribution_system)	pos_pageof_systems_anal	-1	0.6	element_of	category	page
Feudalism	Equidistributed_sequence	neg	-1	0.0	element_of	category	page
1978_albums	IDEF0	neg	-1	0.0	element_of	category	page
Television_stations	Ergodic_hypothesis	neg	-1	0.0	element_of	category	page
Cooking	Price_point	neg	-1	0.0	element_of	category	page
Cooking	Chaos_communications	neg	-1	0.0	element_of	category	page
Cooking	Wiener–Wintner_theorem	neg	-1	0.0	element_of	category	page
Television_stations	Transdisciplinarity	neg	-1	0.0	element_of	category	page
Medieval_knights	Holon_(philosophy)	neg	-1	0.0	element_of	category	page
Galaxies	System_context_diagram	neg	-1	0.0	element_of	category	page
Systems_analysis	Semantic_data_model	pos_pageof_systems_anal	-1	0.6	element_of	category	page
Medieval_knights	Social_complexity	neg	-1	0.0	element_of	category	page
Comedians	Bifurcation_diagram	neg	-1	0.0	element_of	category	page
Chess_openings	Kac's_lemma	neg	-1	0.0	element_of	category	page
Holism	Integral_theory	pos_pageof_holism	-1	0.6	element_of	category	page
Feudalism	Crisis_(dynamical_systems)	neg	-1	0.0	element_of	category	page
Comedians	Models_of_collaborative_tagging	neg	-1	0.0	element_of	category	page
Galaxies	Absorbing_barrier_(finance)	neg	-1	0.0	element_of	category	page
Ergodic_theory	Fermi–Pasta–Ulam–Tsingou_problem	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Emergence	Emergence	pos_pageof_emergence	-1	1.0	element_of	category	page
Ergodic_theory	Kac's_lemma	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Emergence	Social_epidemiology	pos_pageof_emergence	-1	0.4	element_of	category	page
Feudalism	Empirical_dynamic_modeling	neg	-1	0.0	element_of	category	page
Feudalism	Blue_sky_catastrophe	neg	-1	0.0	element_of	category	page
Emergence	Social_structure	pos_pageof_emergence	-1	0.4	element_of	category	page
Systems_analysis	Exchange_to_exchange	pos_pageof_systems_anal	-1	0.4	element_of	category	page
Public_toilets_automation	Exchange_to_exchange	neg	-1	0.0	element_of	category	page
Comedians	Global_brain	neg	-1	0.0	element_of	category	page
Comedians	Diakoptics	neg	-1	0.0	element_of	category	page
Systems_analysis	NeSSI	pos_pageof_systems_anal	-1	0.6	element_of	category	page
Chess_openings	Conservative_system	neg	-1	0.0	element_of	category	page
Emergence	Law,_Legislation_and_Liberty	pos_pageof_emergence	-1	0.2	element_of	category	page
Television_stations	DSRP	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Work_systems	neg	-1	0.0	element_of	category	page
Cooking	Bifurcation_diagram	neg	-1	0.0	element_of	category	page
Cooking	Gestalt_psychology	neg	-1	0.0	element_of	category	page
Bifurcation_theory	Pitchfork_bifurcation	pos_pageof_bifurcation_	-1	1.0	element_of	category	page
Public_toilets_automation	Communalness	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Artificial_creation	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Normal_form_(dynamical_systems)	neg	-1	0.0	element_of	category	page
1978_albums	Hodgkin–Huxley_model	neg	-1	0.0	element_of	category	page
Emergence	Special_sciences	pos_pageof_emergence	-1	0.6	element_of	category	page
Nonlinear_systems	Three-wave_equation	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Emergence	Credibility_thesis	pos_pageof_emergence	-1	0.0	element_of	category	page
Ergodic_theory	Ergodicity	pos_pageof_ergodic_theo	-1	1.0	element_of	category	page
Systems_analysis	Context_model	pos_pageof_systems_anal	-1	0.6	element_of	category	page
Emergence	Stochastic_electrodynamics	pos_pageof_emergence	-1	0.2	element_of	category	page
Nonlinear_systems	Empirical_dynamic_modeling	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Comedians	Dense_heterarchy	neg	-1	0.0	element_of	category	page
Galaxies	Confirmation_holism	neg	-1	0.0	element_of	category	page
Television_stations	Empirical_dynamic_modeling	neg	-1	0.0	element_of	category	page
Bifurcation_theory	Catastrophe_theory	pos_pageof_bifurcation_	-1	0.8	element_of	category	page
Bifurcation_theory	Transcritical_bifurcation	pos_pageof_bifurcation_	-1	1.0	element_of	category	page
Medieval_knights	DSRP	neg	-1	0.0	element_of	category	page
Systems_analysis	Logico-linguistic_modeling	pos_pageof_systems_anal	-1	0.6	element_of	category	page
Chess_openings	STAR_model	neg	-1	0.0	element_of	category	page
Ergodic_theory	Maximising_measure	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Feudalism	Duality_(CoPs)	neg	-1	0.0	element_of	category	page
Feudalism	Thomas'_cyclically_symmetric_attractor	neg	-1	0.0	element_of	category	page
Chess_openings	Bifurcation_memory	neg	-1	0.0	element_of	category	page
Holism	Process_philosophy	pos_pageof_holism	-1	0.6	element_of	category	page
Television_stations	No-wandering-domain_theorem	neg	-1	0.0	element_of	category	page
Feudalism	Abelian_sandpile_model	neg	-1	0.0	element_of	category	page
Galaxies	Gestalt_psychology	neg	-1	0.0	element_of	category	page
Ergodic_theory	Absorbing_barrier_(finance)	pos_pageof_ergodic_theo	-1	0.4	element_of	category	page
Tornado	Enactivism	neg	-1	0.0	element_of	category	page
Television_stations	Holomovement	neg	-1	0.0	element_of	category	page
Bifurcation_theory	Normal_form_(dynamical_systems)	pos_pageof_bifurcation_	-1	0.8	element_of	category	page
Emergence	Communalness	pos_pageof_emergence	-1	0.0	element_of	category	page
Chess_openings	Function_(computer_programming)	neg	-1	0.0	element_of	category	page
Emergence	Internet_traffic_engineering	pos_pageof_emergence	-1	0.4	element_of	category	page
Ergodic_theory	Ergodic_hypothesis	pos_pageof_ergodic_theo	-1	1.0	element_of	category	page
Comedians	Work_systems	neg	-1	0.0	element_of	category	page
Bifurcation_theory	Biological_applications_of_bifurcation_theory	pos_pageof_bifurcation_	-1	0.4	element_of	category	page
Cooking	Semantic_data_model	neg	-1	0.0	element_of	category	page
Emergence	Composite_gravity	pos_pageof_emergence	-1	0.2	element_of	category	page
Systems_analysis	IDEF1X	pos_pageof_systems_anal	-1	0.6	element_of	category	page
Systems_analysis	Business_analysis	pos_pageof_systems_anal	-1	0.8	element_of	category	page
Television_stations	Ornstein_isomorphism_theorem	neg	-1	0.0	element_of	category	page
Comedians	IDEF5	neg	-1	0.0	element_of	category	page
Feudalism	Duhem–Quine_thesis	neg	-1	0.0	element_of	category	page
Galaxies	IDEF0	neg	-1	0.0	element_of	category	page
Galaxies	Layered_system	neg	-1	0.0	element_of	category	page
Galaxies	Strong_emergence	neg	-1	0.0	element_of	category	page
Feudalism	Exponential_integrate-and-fire	neg	-1	0.0	element_of	category	page
Comedians	Holism_in_science	neg	-1	0.0	element_of	category	page
Bifurcation_theory	Bifurcation_theory	pos_pageof_bifurcation_	-1	1.0	element_of	category	page
Television_stations	Management_cybernetics	neg	-1	0.0	element_of	category	page
1978_albums	Emergent_evolution	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Excitable_medium	neg	-1	0.0	element_of	category	page
Comedians	Hysteresis	neg	-1	0.0	element_of	category	page
Chess_openings	IDEF3	neg	-1	0.0	element_of	category	page
Comedians	Holon_(sculpture)	neg	-1	0.0	element_of	category	page
Television_stations	Saddle-node_bifurcation	neg	-1	0.0	element_of	category	page
Galaxies	Volume_entropy	neg	-1	0.0	element_of	category	page
Feudalism	Ergodic_Ramsey_theory	neg	-1	0.0	element_of	category	page
1978_albums	Induced_gravity	neg	-1	0.0	element_of	category	page
Tornado	Heteroclinic_bifurcation	neg	-1	0.0	element_of	category	page
Holism	Emergent_evolution	pos_pageof_holism	-1	0.8	element_of	category	page
Systems_analysis	Thomas_Avinger	pos_pageof_systems_anal	-1	0.0	element_of	category	page
Chess_openings	Kuramoto–Sivashinsky_equation	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Interactional_linguistics	neg	-1	0.0	element_of	category	page
1978_albums	Exchange_to_exchange	neg	-1	0.0	element_of	category	page
Cooking	Poincaré_recurrence_theorem	neg	-1	0.0	element_of	category	page
Feudalism	Classical_limit	neg	-1	0.0	element_of	category	page
1978_albums	Health_web_science	neg	-1	0.0	element_of	category	page
Tornado	Systems_analysis	neg	-1	0.0	element_of	category	page
Cooking	Pitchfork_bifurcation	neg	-1	0.0	element_of	category	page
Chess_openings	Theory_of_narrative_thought	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Limit_cycle	pos_pageof_nonlinear_sy	-1	0.8	element_of	category	page
Medieval_knights	Trophic_function	neg	-1	0.0	element_of	category	page
Emergence	Classical_limit	pos_pageof_emergence	-1	0.2	element_of	category	page
Television_stations	Rice's_formula	neg	-1	0.0	element_of	category	page
Cooking	Institute_for_Complex_Adaptive_Matter	neg	-1	0.0	element_of	category	page
Cooking	Sinai–Ruelle–Bowen_measure	neg	-1	0.0	element_of	category	page
Galaxies	Orthopathy	neg	-1	0.0	element_of	category	page
Systems_analysis	Software_quality_assurance_analyst	pos_pageof_systems_anal	-1	0.4	element_of	category	page
Galaxies	Entropic_gravity	neg	-1	0.0	element_of	category	page
Chess_openings	Ergodicity	neg	-1	0.0	element_of	category	page
Comedians	Structured_programming	neg	-1	0.0	element_of	category	page
Television_stations	Law,_Legislation_and_Liberty	neg	-1	0.0	element_of	category	page
Holism	Sphoṭa	pos_pageof_holism	-1	0.0	element_of	category	page
Holism	Function_(computer_programming)	pos_pageof_holism	-1	0.2	element_of	category	page
Emergence	DUAL_(cognitive_architecture)	pos_pageof_emergence	-1	0.6	element_of	category	page
Nonlinear_systems	List_of_nonlinear_ordinary_differential_equations	pos_pageof_nonlinear_sy	-1	0.8	element_of	category	page
Systems_analysis	Functional_flow_block_diagram	pos_pageof_systems_anal	-1	0.8	element_of	category	page
1978_albums	Autowave	neg	-1	0.0	element_of	category	page
Feudalism	Failure_mode_and_effects_analysis	neg	-1	0.0	element_of	category	page
Galaxies	Quantum_ergodicity	neg	-1	0.0	element_of	category	page
Chess_openings	Antireductionism	neg	-1	0.0	element_of	category	page
1978_albums	Kingman's_subadditive_ergodic_theorem	neg	-1	0.0	element_of	category	page
Tornado	Stochastic_electrodynamics	neg	-1	0.0	element_of	category	page
Chess_openings	Ergodic_flow	neg	-1	0.0	element_of	category	page
Medieval_knights	IDEF3	neg	-1	0.0	element_of	category	page
Tornado	Feigenbaum_constants	neg	-1	0.0	element_of	category	page
Television_stations	Control-flow_diagram	neg	-1	0.0	element_of	category	page
Cooking	Kingman's_subadditive_ergodic_theorem	neg	-1	0.0	element_of	category	page
Television_stations	Coupled_map_lattice	neg	-1	0.0	element_of	category	page
Holism	Synergetics_(Haken)	pos_pageof_holism	-1	0.8	element_of	category	page
Galaxies	Hysteresis	neg	-1	0.0	element_of	category	page
Television_stations	Biological_organisation	neg	-1	0.0	element_of	category	page
Medieval_knights	Analytic_hierarchy_process	neg	-1	0.0	element_of	category	page
Feudalism	System_requirements_specification	neg	-1	0.0	element_of	category	page
Holism	Global_brain	pos_pageof_holism	-1	0.2	element_of	category	page
Public_toilets_automation	First_Conference_on_Scientific_Organization_of_Labour	neg	-1	0.0	element_of	category	page
Cooking	Bifurcation_memory	neg	-1	0.0	element_of	category	page
Bifurcation_theory	Spatial_bifurcation	pos_pageof_bifurcation_	-1	0.8	element_of	category	page
