pair_id	corpus	graph_view	branch_id	branch_title	descendant_id	descendant_title	descendant_normalized_title	ancestor_id	ancestor_title	ancestor_normalized_title	hop	descendant_raw_title	descendant_title_audit_action	descendant_canonical_identity	ancestor_raw_title	ancestor_title_audit_action	ancestor_canonical_identity
enwiki-h4-0020	enwiki	category_dag	691182	Science	82115954	INHIGEO_members	inhigeo members	691182	Science	science	4	INHIGEO_members	raw	inhigeo members	Science	raw	science
enwiki-h4-0021	enwiki	category_dag	1633936	Society	45099010	Rural_communities_in_New_Brunswick	rural communities in new brunswick	1633936	Society	society	4	Rural_communities_in_New_Brunswick	raw	rural communities in new brunswick	Society	raw	society
enwiki-h4-0022	enwiki	category_dag	696648	Technology	65639428	World_War_II_propaganda_radio_stations	world war ii propaganda radio stations	47642171	Science_and_technology	science and technology	4	World_War_II_propaganda_radio_stations	raw	world war ii propaganda radio stations	Science_and_technology	raw	science and technology
enwiki-h4-0023	enwiki	category_dag	744728	Time	58297797	Saint_George's_Day	saint george's day	744728	Time	time	4	Saint_George's_Day	raw	saint george's day	Time	raw	time
enwiki-h4-0024	enwiki	category_dag	48005914	Universe	18420851	Silver_objects	silver objects	48005914	Universe	universe	4	Silver_objects	raw	silver objects	Universe	raw	universe
enwiki-h4-0025	enwiki	category_dag	737037	Behavior	74447671	Are_You_Afraid_of_the_Dark?_episode_redirects_to_lists	are you afraid of the dark? episode redirects to lists	910767	Sleep	sleep	4	Are_You_Afraid_of_the_Dark?_episode_redirects_to_lists	raw	are you afraid of the dark? episode redirects to lists	Sleep	raw	sleep
enwiki-h4-0026	enwiki	category_dag	709243	Communication	35112647	Defunct_telecommunications_companies_of_the_United_Kingdom	defunct telecommunications companies of the united kingdom	709243	Communication	communication	4	Defunct_telecommunications_companies_of_the_United_Kingdom	raw	defunct telecommunications companies of the united kingdom	Communication	raw	communication
enwiki-h4-0027	enwiki	category_dag	24980271	Concepts	1232310	Customer_experience	customer experience	24980271	Concepts	concepts	4	Customer_experience	raw	customer experience	Concepts	raw	concepts
enwiki-h4-0028	enwiki	category_dag	47397287	Economy	77518733	National_Farmers'_Union_of_England_and_Wales_officials	national farmers' union of england and wales officials	937845	Employers'_organizations	employers' organizations	4	National_Farmers'_Union_of_England_and_Wales_officials	raw	national farmers' union of england and wales officials	Employers'_organizations	raw	employers' organizations
enwiki-h4-0029	enwiki	category_dag	696763	Education	71241614	Films_set_in_Columbia_University	films set in columbia university	696763	Education	education	4	Films_set_in_Columbia_University	raw	films set in columbia university	Education	raw	education
enwiki-h4-0030	enwiki	category_dag	60023454	Entities	64473822	Defunct_airports_in_Finland	defunct airports in finland	9074974	Former_entities	former entities	4	Defunct_airports_in_Finland	raw	defunct airports in finland	Former_entities	raw	former entities
enwiki-h4-0031	enwiki	category_dag	693800	Geography	70520026	Southern_Andean_Yungas	southern andean yungas	44465360	Geographical_zones	geographical zones	4	Southern_Andean_Yungas	raw	southern andean yungas	Geographical_zones	raw	geographical zones
enwiki-h4-0032	enwiki	category_dag	697609	Government	17646733	Laws_of_Shabbat	laws of shabbat	697609	Government	government	4	Laws_of_Shabbat	raw	laws of shabbat	Government	raw	government
enwiki-h4-0033	enwiki	category_dag	751381	Health	59772834	Ultra-distance_cyclists	ultra-distance cyclists	57502439	Physical_fitness	physical fitness	4	Ultra-distance_cyclists	raw	ultra-distance cyclists	Physical_fitness	raw	physical fitness
enwiki-h4-0034	enwiki	category_dag	693555	History	37964642	Disasters_in_Niue	disasters in niue	693555	History	history	4	Disasters_in_Niue	raw	disasters in niue	History	raw	history
enwiki-h4-0035	enwiki	category_dag	1009209	Information	76475541	People_named_in_the_Offshore_Leaks_report	people named in the offshore leaks report	16989227	Data	data	4	People_named_in_the_Offshore_Leaks_report	raw	people named in the offshore leaks report	Data	raw	data
enwiki-h4-0036	enwiki	category_dag	700914	Knowledge	82274335	Directors_of_the_National_Institute_of_Allergy_and_Infectious_Diseases	directors of the national institute of allergy and infectious diseases	1395115	Research	research	4	Directors_of_the_National_Institute_of_Allergy_and_Infectious_Diseases	raw	directors of the national institute of allergy and infectious diseases	Research	raw	research
enwiki-h4-0037	enwiki	category_dag	8017451	Language	36794168	Free_speech_synthesis_software	free speech synthesis software	14285085	Speech–language_pathology	speech–language pathology	4	Free_speech_synthesis_software	raw	free speech synthesis software	Speech–language_pathology	raw	speech–language pathology
enwiki-h4-0038	enwiki	category_dag	696790	Mass_media	71976569	Nazi_propaganda_radio	nazi propaganda radio	696790	Mass_media	mass media	4	Nazi_propaganda_radio	raw	nazi propaganda radio	Mass_media	raw	mass media
enwiki-h4-0039	enwiki	category_dag	690747	Mathematics	63512391	People_from_Želino_Municipality	people from želino municipality	65542683	Statistical_regions	statistical regions	4	People_from_Želino_Municipality	raw	people from želino municipality	Statistical_regions	raw	statistical regions
enwiki-h4-0040	enwiki	category_dag	696603	Nature	7481631	Mitochondrial_diseases	mitochondrial diseases	18835615	Natural_events	natural events	4	Mitochondrial_diseases	raw	mitochondrial diseases	Natural_events	raw	natural events
enwiki-h4-0041	enwiki	category_dag	691810	Philosophy	70704929	Bertrand_Russell_Professors_of_Philosophy	bertrand russell professors of philosophy	691810	Philosophy	philosophy	4	Bertrand_Russell_Professors_of_Philosophy	raw	bertrand russell professors of philosophy	Philosophy	raw	philosophy
enwiki-h4-0042	enwiki	category_dag	1633936	Society	25412596	Linguistic_history_of_Pakistan	linguistic history of pakistan	4831571	Social_history	social history	4	Linguistic_history_of_Pakistan	raw	linguistic history of pakistan	Social_history	raw	social history
enwiki-h4-0043	enwiki	category_dag	744728	Time	60506202	Burned_buildings_and_structures_in_China	burned buildings and structures in china	35054847	Disestablishments	disestablishments	4	Burned_buildings_and_structures_in_China	raw	burned buildings and structures in china	Disestablishments	raw	disestablishments
enwiki-h4-0044	enwiki	category_dag	48005914	Universe	41044196	Dolmens_in_the_United_Kingdom	dolmens in the united kingdom	22037957	Physical_objects	physical objects	4	Dolmens_in_the_United_Kingdom	raw	dolmens in the united kingdom	Physical_objects	raw	physical objects
enwiki-h4-0045	enwiki	category_dag	693763	Academic_disciplines	76700750	Mathematics_curricula_in_the_United_States	mathematics curricula in the united states	76025994	Pedagogical_disciplines	pedagogical disciplines	4	Mathematics_curricula_in_the_United_States	raw	mathematics curricula in the united states	Pedagogical_disciplines	raw	pedagogical disciplines
enwiki-h4-0046	enwiki	category_dag	737037	Behavior	34607748	Bird_sonation	bird sonation	737037	Behavior	behavior	4	Bird_sonation	raw	bird sonation	Behavior	raw	behavior
enwiki-h4-0047	enwiki	category_dag	709243	Communication	33710294	Music_sequencers	music sequencers	709243	Communication	communication	4	Music_sequencers	raw	music sequencers	Communication	raw	communication
enwiki-h4-0048	enwiki	category_dag	24980271	Concepts	23787033	Epithets_of_Hecate	epithets of hecate	6596457	Classical_elements	classical elements	4	Epithets_of_Hecate	raw	epithets of hecate	Classical_elements	raw	classical elements
enwiki-h4-0049	enwiki	category_dag	694861	Culture	43051319	Kyiv_National_I._K._Karpenko-Kary_Theatre,_Cinema_and_Television_University	kyiv national i. k. karpenko-kary theatre, cinema and television university	694861	Culture	culture	4	Kyiv_National_I._K._Karpenko-Kary_Theatre,_Cinema_and_Television_University	raw	kyiv national i. k. karpenko-kary theatre, cinema and television university	Culture	raw	culture
enwiki-h5-0000	enwiki	category_dag	694861	Culture	63050636	Alumni_of_the_European_Schools	alumni of the european schools	54239032	Cultural_policy	cultural policy	5	Alumni_of_the_European_Schools	raw	alumni of the european schools	Cultural_policy	raw	cultural policy
enwiki-h5-0001	enwiki	category_dag	60023454	Entities	692694	Religion	religion	60023454	Entities	entities	5	Religion	raw	religion	Entities	raw	entities
enwiki-h5-0002	enwiki	category_dag	751381	Health	22872061	Danish_medical_researchers	danish medical researchers	751381	Health	health	5	Danish_medical_researchers	raw	danish medical researchers	Health	raw	health
enwiki-h5-0003	enwiki	category_dag	700914	Knowledge	74000184	Children's_books_about_fairies	children's books about fairies	36224853	Sociology_of_knowledge	sociology of knowledge	5	Children's_books_about_fairies	raw	children's books about fairies	Sociology_of_knowledge	raw	sociology of knowledge
enwiki-h5-0004	enwiki	category_dag	691928	Law	62468818	Television_series_about_abuse	television series about abuse	691928	Law	law	5	Television_series_about_abuse	raw	television series about abuse	Law	raw	law
enwiki-h5-0005	enwiki	category_dag	696790	Mass_media	51519177	Australian_children's_radio_programs	australian children's radio programs	696790	Mass_media	mass media	5	Australian_children's_radio_programs	raw	australian children's radio programs	Mass_media	raw	mass media
enwiki-h5-0006	enwiki	category_dag	690747	Mathematics	74700081	Curvature_tensors	curvature tensors	2301927	Differential_calculus	differential calculus	5	Curvature_tensors	raw	curvature tensors	Differential_calculus	raw	differential calculus
enwiki-h5-0007	enwiki	category_dag	695027	Politics	40601713	Border_barriers	border barriers	695027	Politics	politics	5	Border_barriers	raw	border barriers	Politics	raw	politics
enwiki-h5-0008	enwiki	category_dag	691182	Science	77940553	Environmental_racism_in_the_United_States	environmental racism in the united states	691182	Science	science	5	Environmental_racism_in_the_United_States	raw	environmental racism in the united states	Science	raw	science
enwiki-h5-0009	enwiki	category_dag	744728	Time	37132964	Text_publication_societies	text publication societies	744728	Time	time	5	Text_publication_societies	raw	text publication societies	Time	raw	time
enwiki-h5-0010	enwiki	category_dag	48005914	Universe	61963629	Serapeum	serapeum	894849	Cosmology	cosmology	5	Serapeum	raw	serapeum	Cosmology	raw	cosmology
enwiki-h5-0011	enwiki	category_dag	737037	Behavior	68303191	Cultural_depictions_of_Alice_Liddell	cultural depictions of alice liddell	737037	Behavior	behavior	5	Cultural_depictions_of_Alice_Liddell	raw	cultural depictions of alice liddell	Behavior	raw	behavior
enwiki-h5-0012	enwiki	category_dag	709243	Communication	18253615	Michael_Bloomberg	michael bloomberg	709243	Communication	communication	5	Michael_Bloomberg	raw	michael bloomberg	Communication	raw	communication
enwiki-h5-0013	enwiki	category_dag	694861	Culture	47246961	Germany_at_the_1938_FIFA_World_Cup	germany at the 1938 fifa world cup	23508439	Cultural_exchange	cultural exchange	5	Germany_at_the_1938_FIFA_World_Cup	raw	germany at the 1938 fifa world cup	Cultural_exchange	raw	cultural exchange
enwiki-h5-0014	enwiki	category_dag	696763	Education	73741572	Musicals_set_at_parties	musicals set at parties	4174841	Students	students	5	Musicals_set_at_parties	raw	musicals set at parties	Students	raw	students
enwiki-h5-0015	enwiki	category_dag	865456	Energy	32295909	Documentary_films_about_peak_oil	documentary films about peak oil	865456	Energy	energy	5	Documentary_films_about_peak_oil	raw	documentary films about peak oil	Energy	raw	energy
enwiki-h5-0016	enwiki	category_dag	60023454	Entities	45205698	Women_video_game_designers	women video game designers	5183917	Structure	structure	5	Women_video_game_designers	raw	women video game designers	Structure	raw	structure
enwiki-h5-0017	enwiki	category_dag	693800	Geography	36091943	Novels_set_in_Lagos	novels set in lagos	693800	Geography	geography	5	Novels_set_in_Lagos	raw	novels set in lagos	Geography	raw	geography
enwiki-h5-0018	enwiki	category_dag	700914	Knowledge	8876046	People_of_the_Albigensian_Crusade	people of the albigensian crusade	700914	Knowledge	knowledge	5	People_of_the_Albigensian_Crusade	raw	people of the albigensian crusade	Knowledge	raw	knowledge
enwiki-h5-0019	enwiki	category_dag	8017451	Language	16690063	Theodicy	theodicy	13887504	Statements	statements	5	Theodicy	raw	theodicy	Statements	raw	statements
enwiki-h5-0020	enwiki	category_dag	691928	Law	59106244	Croatian_judges_of_international_courts_and_tribunals	croatian judges of international courts and tribunals	4153592	Legal_systems	legal systems	5	Croatian_judges_of_international_courts_and_tribunals	raw	croatian judges of international courts and tribunals	Legal_systems	raw	legal systems
enwiki-h5-0021	enwiki	category_dag	696790	Mass_media	43599513	British_Christian_hymns	british christian hymns	34113453	Poetry_about_spirituality	poetry about spirituality	5	British_Christian_hymns	raw	british christian hymns	Poetry_about_spirituality	raw	poetry about spirituality
enwiki-h5-0022	enwiki	category_dag	690747	Mathematics	38942767	Olivetti_products	olivetti products	838036	Mathematical_tools	mathematical tools	5	Olivetti_products	raw	olivetti products	Mathematical_tools	raw	mathematical tools
enwiki-h5-0023	enwiki	category_dag	691008	People	76706894	Depictions_of_Grand_Duchess_Anastasia_Nikolaevna_of_Russia_on_film	depictions of grand duchess anastasia nikolaevna of russia on film	31041500	Christian_monarchs	christian monarchs	5	Depictions_of_Grand_Duchess_Anastasia_Nikolaevna_of_Russia_on_film	raw	depictions of grand duchess anastasia nikolaevna of russia on film	Christian_monarchs	raw	christian monarchs
enwiki-h5-0024	enwiki	category_dag	1633936	Society	40150591	20th-century_disestablishments_in_Newfoundland	20th-century disestablishments in newfoundland	944455	Former_monarchies	former monarchies	5	20th-century_disestablishments_in_Newfoundland	raw	20th-century disestablishments in newfoundland	Former_monarchies	raw	former monarchies
enwiki-h5-0025	enwiki	category_dag	744728	Time	50801248	Parental_leave_in_the_United_States	parental leave in the united states	28085738	Time_management	time management	5	Parental_leave_in_the_United_States	raw	parental leave in the united states	Time_management	raw	time management
enwiki-h5-0026	enwiki	category_dag	694861	Culture	33738135	Live_albums_recorded_at_the_Royal_Albert_Hall	live albums recorded at the royal albert hall	71331132	Venues	venues	5	Live_albums_recorded_at_the_Royal_Albert_Hall	raw	live albums recorded at the royal albert hall	Venues	raw	venues
enwiki-h5-0027	enwiki	category_dag	47397287	Economy	61510163	Software_that_uses_VTK	software that uses vtk	47397287	Economy	economy	5	Software_that_uses_VTK	raw	software that uses vtk	Economy	raw	economy
enwiki-h5-0028	enwiki	category_dag	60023454	Entities	34357718	Former_subdivisions_of_Canada	former subdivisions of canada	41729540	Territorial_entities	territorial entities	5	Former_subdivisions_of_Canada	raw	former subdivisions of canada	Territorial_entities	raw	territorial entities
enwiki-h5-0029	enwiki	category_dag	693800	Geography	4047438	Seafaring_films	seafaring films	48925265	Works_about_geography	works about geography	5	Seafaring_films	raw	seafaring films	Works_about_geography	raw	works about geography
enwiki-h5-0030	enwiki	category_dag	751381	Health	21111942	Documentary_films_about_drugs	documentary films about drugs	751381	Health	health	5	Documentary_films_about_drugs	raw	documentary films about drugs	Health	raw	health
enwiki-h5-0031	enwiki	category_dag	700914	Knowledge	63982587	Easter_egg_(media)	easter egg (media)	1215520	Sociology_of_scientific_knowledge	sociology of scientific knowledge	5	Easter_egg_(media)	raw	easter egg (media)	Sociology_of_scientific_knowledge	raw	sociology of scientific knowledge
enwiki-h5-0032	enwiki	category_dag	691928	Law	61302444	Clerks_of_the_New_Zealand_House_of_Representatives	clerks of the new zealand house of representatives	691928	Law	law	5	Clerks_of_the_New_Zealand_House_of_Representatives	raw	clerks of the new zealand house of representatives	Law	raw	law
enwiki-h5-0033	enwiki	category_dag	2389032	Life	80072806	1970s_murders_in_El_Salvador	1970s murders in el salvador	921954	Death	death	5	1970s_murders_in_El_Salvador	raw	1970s murders in el salvador	Death	raw	death
enwiki-h5-0034	enwiki	category_dag	696603	Nature	77651568	Power_outages_in_North_America	power outages in north america	16305327	Power_control	power control	5	Power_outages_in_North_America	raw	power outages in north america	Power_control	raw	power control
enwiki-h5-0035	enwiki	category_dag	692694	Religion	24525232	Converts_to_the_Bahá'i_Faith_from_Protestantism	converts to the bahá'i faith from protestantism	1883977	Religion_and_society	religion and society	5	Converts_to_the_Bahá'i_Faith_from_Protestantism	raw	converts to the bahá'i faith from protestantism	Religion_and_society	raw	religion and society
enwiki-h5-0036	enwiki	category_dag	1633936	Society	35870304	Crucifixion_of_Jesus_in_art	crucifixion of jesus in art	1633936	Society	society	5	Crucifixion_of_Jesus_in_art	raw	crucifixion of jesus in art	Society	raw	society
enwiki-h5-0037	enwiki	category_dag	693763	Academic_disciplines	75226508	21st-century_Indian_women_educational_theorists	21st-century indian women educational theorists	70318517	Education_studies	education studies	5	21st-century_Indian_women_educational_theorists	raw	21st-century indian women educational theorists	Education_studies	raw	education studies
enwiki-h5-0038	enwiki	category_dag	24980271	Concepts	34232097	Films_based_on_Persuasion_(novel)	films based on persuasion (novel)	51137756	Change	change	5	Films_based_on_Persuasion_(novel)	raw	films based on persuasion (novel)	Change	raw	change
enwiki-h5-0039	enwiki	category_dag	47397287	Economy	24111984	High-technology_business_districts_in_Chennai	high-technology business districts in chennai	47397287	Economy	economy	5	High-technology_business_districts_in_Chennai	raw	high-technology business districts in chennai	Economy	raw	economy
enwiki-h5-0040	enwiki	category_dag	693800	Geography	52239583	Birds_of_the_Yungas	birds of the yungas	53137668	Geographic_classifications	geographic classifications	5	Birds_of_the_Yungas	raw	birds of the yungas	Geographic_classifications	raw	geographic classifications
enwiki-h5-0041	enwiki	category_dag	751381	Health	55129602	Parasitic_nematodes_of_tetrapods	parasitic nematodes of tetrapods	751381	Health	health	5	Parasitic_nematodes_of_tetrapods	raw	parasitic nematodes of tetrapods	Health	raw	health
enwiki-h5-0042	enwiki	category_dag	693555	History	31856034	Beer_Hall_Putsch_participants	beer hall putsch participants	895940	Historiography	historiography	5	Beer_Hall_Putsch_participants	raw	beer hall putsch participants	Historiography	raw	historiography
enwiki-h5-0043	enwiki	category_dag	700914	Knowledge	52547299	Plant_nothogenera	plant nothogenera	700905	Procedural_knowledge	procedural knowledge	5	Plant_nothogenera	raw	plant nothogenera	Procedural_knowledge	raw	procedural knowledge
enwiki-h5-0044	enwiki	category_dag	8017451	Language	67086452	Scholars_of_Syriac_Christianity	scholars of syriac christianity	8017451	Language	language	5	Scholars_of_Syriac_Christianity	raw	scholars of syriac christianity	Language	raw	language
enwiki-h5-0045	enwiki	category_dag	2389032	Life	20029087	Apocarotenoids	apocarotenoids	33118759	Hypothetical_life_forms	hypothetical life forms	5	Apocarotenoids	raw	apocarotenoids	Hypothetical_life_forms	raw	hypothetical life forms
enwiki-h5-0046	enwiki	category_dag	696603	Nature	29849723	Flavonol_glycosides	flavonol glycosides	933036	Glycosides	glycosides	5	Flavonol_glycosides	raw	flavonol glycosides	Glycosides	raw	glycosides
enwiki-h5-0047	enwiki	category_dag	695027	Politics	63795697	20th-century_women_MEPs_for_Greece	20th-century women meps for greece	8575650	Politics_of_the_European_Union	politics of the european union	5	20th-century_women_MEPs_for_Greece	raw	20th-century women meps for greece	Politics_of_the_European_Union	raw	politics of the european union
enwiki-h5-0048	enwiki	category_dag	692694	Religion	8875398	Sculptures_of_Hermes	sculptures of hermes	69291147	Dreams_in_religion	dreams in religion	5	Sculptures_of_Hermes	raw	sculptures of hermes	Dreams_in_religion	raw	dreams in religion
enwiki-h5-0049	enwiki	category_dag	691182	Science	40888943	Jewish_Canadian_sociologists	jewish canadian sociologists	694953	Scientists	scientists	5	Jewish_Canadian_sociologists	raw	jewish canadian sociologists	Scientists	raw	scientists
