pair_id	corpus	graph_view	account	branch_id	branch_title	source_tree_ids	source_record_count	descendant_id	descendant_title	descendant_title_aliases	descendant_normalized_title	ancestor_id	ancestor_title	ancestor_title_aliases	ancestor_normalized_title	hop	descendant_raw_title	descendant_title_audit_action	descendant_canonical_identity	ancestor_raw_title	ancestor_title_audit_action	ancestor_canonical_identity
pearltrees-h2-0031	pearltrees	principal_path_lineage	s243a	10399690	Politics	14142445	1	14142445	The Raiding of the Commons	[]	the raiding of the commons	10518185	The War on the Poor	[]	the war on the poor	2	The Raiding of the Commons	raw	the raiding of the commons	The War on the Poor	raw	the war on the poor
pearltrees-h2-0032	pearltrees	principal_path_lineage	s243a	10995538	Republican Politics	15672311	1	15672311	Satire or Reality? (Right wing Madness)	[]	satire or reality? (right wing madness)	10995538	Republican Politics	[]	republican politics	2	Satire or Reality? (Right wing Madness)	raw	satire or reality? (right wing madness)	Republican Politics	raw	republican politics
pearltrees-h2-0033	pearltrees	principal_path_lineage	s243a	11549294	Republican Sideshows	14234218	1	14234218	In Defense of Social Security	[]	in defense of social security	10797464	American Politics	[]	american politics	2	In Defense of Social Security	raw	in defense of social security	American Politics	raw	american politics
pearltrees-h2-0034	pearltrees	principal_path_lineage	s243a	10400867	Social Forces	8497408	1	8497408	Ancient Cultures	[]	ancient cultures	10400867	Social Forces	[]	social forces	2	Ancient Cultures	raw	ancient cultures	Social Forces	raw	social forces
pearltrees-h2-0035	pearltrees	principal_path_lineage	s243a	10311488	Social Media	10821231	1	10821231	The Century of The Self	[]	the century of the self	10391040	media	[]	media	2	The Century of The Self	raw	the century of the self	media	raw	media
pearltrees-h2-0036	pearltrees	principal_path_lineage	s243a	10950002	Social Power	10950015	1	10950015	Moral Power	[]	moral power	10950002	Social Power	[]	social power	2	Moral Power	raw	moral power	Social Power	raw	social power
pearltrees-h2-0037	pearltrees	principal_path_lineage	s243a	10371821	Society	10459336	1	10459336	The War on Science	[]	the war on science	10399704	war	[]	war	2	The War on Science	raw	the war on science	war	raw	war
pearltrees-h2-0038	pearltrees	principal_path_lineage	s243a	10369712	symbols-history	10986539,11044343,14195928	3	10719865	Asia	[]	asia	10390869	History by Region / place	[]	history by region / place	2	Asia	raw	asia	History by Region / place	raw	history by region / place
pearltrees-h2-0039	pearltrees	principal_path_lineage	s243a	11727684	Technology, Engineering & Design	10388356,10388364,10516788,10797629,11110453,11676890,11839221,12318781,12324665,12466888,12531010,12948360,13565020,17658098,53344270,60340939,61533727,7178850,73599954,73899693,74973688,75009241,75009264,75009269,7512677,7708465,7739255,7739285,82448474	29	10444105	Subjects of learning	[]	subjects of learning	11727684	Technology, Engineering & Design	[]	technology, engineering & design	2	Subjects of learning	raw	subjects of learning	Technology, Engineering & Design	raw	technology, engineering & design
pearltrees-h2-0040	pearltrees	principal_path_lineage	s243a	11027045	The Dividing of People's with lines on the map	12772376,14222863	2	11393591	The Militarization of the Police	[]	the militarization of the police	11027045	The Dividing of People's with lines on the map	[]	the dividing of people's with lines on the map	2	The Militerization of the Police	corrected	the militarization of the police	The Dividing of People's with lines on the map	raw	the dividing of people's with lines on the map
pearltrees-h2-0041	pearltrees	principal_path_lineage	s243a	11820376	2 - root node (my real tree Pearl Trees Version 1.0)	11101424	1	11101424	Technology Science & Engineering Forums	"[""Technology Science &amp; Engineering Forums""]"	technology science & engineering forums	11820376	2 - root node (my real tree Pearl Trees Version 1.0)	[]	2 - root node (my real tree pearl trees version 1.0)	2	Technology Science & Engineering Forums	raw	technology science & engineering forums	2 - root node (my real tree Pearl Trees Version 1.0)	raw	2 - root node (my real tree pearl trees version 1.0)
pearltrees-h2-0042	pearltrees	principal_path_lineage	s243a	10455430	Animal Farm	11728046,11728089	2	11728008	Power & Motivation (Political Philosophy)	[]	power & motivation (political philosophy)	10455430	Animal Farm	[]	animal farm	2	Power & Motivation (Political Philosophy)	raw	power & motivation (political philosophy)	Animal Farm	raw	animal farm
pearltrees-h2-0043	pearltrees	principal_path_lineage	s243a	10646352	Antenna	11495604	1	10647433	Electricity & Magnetism (Physics)	[]	electricity & magnetism (physics)	10646352	Antenna	[]	antenna	2	Electricity & Magnitism (Physics)	corrected	electricity & magnetism (physics)	Antenna	raw	antenna
pearltrees-h2-0044	pearltrees	principal_path_lineage	s243a	10489980	Apocalyptic Fiction	66164446	1	11263727	Dystopic Fiction	[]	dystopic fiction	10489980	Apocalyptic Fiction	[]	apocalyptic fiction	2	Dystopic Fiction	raw	dystopic fiction	Apocalyptic Fiction	raw	apocalyptic fiction
pearltrees-h2-0045	pearltrees	principal_path_lineage	s243a	10658342	Artificial Intelligence	11376768	1	11376768	Weak signals	[]	weak signals	10658342	Artificial Intelligence	[]	artificial intelligence	2	Weak signals	raw	weak signals	Artificial Intelligence	raw	artificial intelligence
pearltrees-h2-0046	pearltrees	principal_path_lineage	s243a	10455231	Bitcoin 2.0	15052005	1	15052005	Managerial Science	[]	managerial science	10538786	Accounting	[]	accounting	2	Managerial Science	raw	managerial science	Acounting	corrected	accounting
pearltrees-h2-0047	pearltrees	principal_path_lineage	s243a	60480986	Cognition	81305419	1	76144393	Intelligence	[]	intelligence	60480986	Cognition	[]	cognition	2	Intelligence	raw	intelligence	Cognition	raw	cognition
pearltrees-h2-0048	pearltrees	principal_path_lineage	s243a	10892135	copyright	10391146	1	10391146	news.EFF.Patent	"[""News.EFF.Patent""]"	news.eff.patent	10479932	Copyright & Free Speech	[]	copyright & free speech	2	news.EFF.Patent	raw	news.eff.patent	Copyright & Free Speach	corrected	copyright & free speech
pearltrees-h2-0049	pearltrees	principal_path_lineage	s243a	10518894	Corruption & Retribution	11379321	1	11379321	gerrymandering	"[""Gerrymandering""]"	gerrymandering	10517528	Corruption	[]	corruption	2	gerrymandering	raw	gerrymandering	Corruption	raw	corruption
pearltrees-h3-0000	pearltrees	principal_path_lineage	s243a	11820376	2 - root node (my real tree Pearl Trees Version 1.0)	11791730,9285273	2	11791730	Wikipedia C	[]	wikipedia c	11820376	2 - root node (my real tree Pearl Trees Version 1.0)	[]	2 - root node (my real tree pearl trees version 1.0)	3	Wikipedia C	raw	wikipedia c	2 - root node (my real tree Pearl Trees Version 1.0)	raw	2 - root node (my real tree pearl trees version 1.0)
pearltrees-h3-0001	pearltrees	principal_path_lineage	s243a	10455430	Animal Farm	11728046	1	11728046	The Crises in Democracy	[]	the crises in democracy	10455428	Literary Portrayals of Totalitarianism	[]	literary portrayals of totalitarianism	3	The Crises in Democarcy	corrected	the crises in democracy	Literary Portrayals of Totalitarianism	raw	literary portrayals of totalitarianism
pearltrees-h3-0002	pearltrees	principal_path_lineage	s243a	10646352	Antenna	11495604	1	10647426	Physics	[]	physics	10646352	Antenna	[]	antenna	3	Physics	raw	physics	Antenna	raw	antenna
pearltrees-h3-0003	pearltrees	principal_path_lineage	s243a	10489980	Apocalyptic Fiction	66164446	1	11263728	capitalism in Dystopic Fiction	[]	capitalism in dystopic fiction	10489980	Apocalyptic Fiction	[]	apocalyptic fiction	3	capitalism in Dystopic Fiction	raw	capitalism in dystopic fiction	Apocalyptic Fiction	raw	apocalyptic fiction
pearltrees-h3-0004	pearltrees	principal_path_lineage	s243a	10455231	Bitcoin 2.0	10628300	1	10628297	Accounting Manipulation Schemes	[]	accounting manipulation schemes	10455231	Bitcoin 2.0	[]	bitcoin 2.0	3	Accounting Manipulation Schemes	raw	accounting manipulation schemes	Bitcoin 2.0	raw	bitcoin 2.0
pearltrees-h3-0005	pearltrees	principal_path_lineage	s243a	60480986	Cognition	81305419	1	81305419	"""Pure"" Intelligence?"	"[""&quot;Pure&quot; Intelligence?""]"	"""pure"" intelligence?"	60480986	Cognition	[]	cognition	3	"""Pure"" Intelligence?"	raw	"""pure"" intelligence?"	Cognition	raw	cognition
pearltrees-h3-0006	pearltrees	principal_path_lineage	s243a	10892135	copyright	10391146	1	10391146	news.EFF.Patent	"[""News.EFF.Patent""]"	news.eff.patent	10892135	copyright	[]	copyright	3	news.EFF.Patent	raw	news.eff.patent	copyright	raw	copyright
pearltrees-h3-0007	pearltrees	principal_path_lineage	s243a	10518894	Corruption & Retribution	70414794	1	70414794	Justice (Ethics and/or Wikipedia category )	[]	justice (ethics and/or wikipedia category )	10518894	Corruption & Retribution	[]	corruption & retribution	3	Justice (Ethics and/or Wikipedia category )	raw	justice (ethics and/or wikipedia category )	Corruption & Retribution	raw	corruption & retribution
pearltrees-h3-0008	pearltrees	principal_path_lineage	s243a	10459350	Darknet & The Deep Web	10517704	1	10517704	Privacy in The Age of Big Data	[]	privacy in the age of big data	10450458	Privacy (Technology)	[]	privacy (technology)	3	Privacy in The Age of Big Data	raw	privacy in the age of big data	Privacy (Technology)	raw	privacy (technology)
pearltrees-h3-0009	pearltrees	principal_path_lineage	s243a	10490022	Education	11286278	1	11286278	An Eye for An Eye	[]	an eye for an eye	10490022	Education	[]	education	3	An Eye for An Eye	raw	an eye for an eye	Education	raw	education
pearltrees-h3-0010	pearltrees	principal_path_lineage	s243a	10390752	ethics	11286288	1	11286288	breaching	"[""Breaching""]"	breaching	10462622	Political Philosophy	[]	political philosophy	3	breaching	raw	breaching	Political Philosophy	raw	political philosophy
pearltrees-h3-0011	pearltrees	principal_path_lineage	s243a	10369724	eyes-symbols-history-s243a	12613895	1	12613895	Criticism of religion	[]	criticism of religion	10390869	History by Region / place	[]	history by region / place	3	Criticism of relegion	corrected	criticism of religion	History by Region / place	raw	history by region / place
pearltrees-h3-0012	pearltrees	principal_path_lineage	s243a	10343209	FBI-history-s243a	11153655	1	11153655	Rounding up the Idlers	[]	rounding up the idlers	10343222	cointelpro (fbi history)	[]	cointelpro (fbi history)	3	Rounding up the Idlers	raw	rounding up the idlers	cointelpro (fbi history)	raw	cointelpro (fbi history)
pearltrees-h3-0013	pearltrees	principal_path_lineage	s243a	10646429	geopolitics	10517480	1	10517480	Heartland Theory	[]	heartland theory	10646429	geopolitics	[]	geopolitics	3	Heartland Theory	raw	heartland theory	geopolitics	raw	geopolitics
pearltrees-h3-0014	pearltrees	principal_path_lineage	s243a	10371461	Gods of Earth and Nature	10371600	1	10371600	Associated With Sekhmet	[]	associated with sekhmet	10390869	History by Region / place	[]	history by region / place	3	Associated With Sekhmet	raw	associated with sekhmet	History by Region / place	raw	history by region / place
pearltrees-h3-0015	pearltrees	principal_path_lineage	s243a	10323424	groups	10779676	1	10779676	Dr Jack Heinemann	[]	dr jack heinemann	10323425	groups-activists	[]	groups-activists	3	Dr Jack Heinemann	raw	dr jack heinemann	groups-activists	raw	groups-activists
pearltrees-h3-0016	pearltrees	principal_path_lineage	s243a	10390869	History by Region / place	11723294	1	11706800	Theater of the Absurd	[]	theater of the absurd	10343207	history	[]	history	3	Theater of the Absurd	raw	theater of the absurd	history	raw	history
pearltrees-h3-0017	pearltrees	principal_path_lineage	s243a	10541842	Language, Literature & Other arts	11394097	1	11394097	Anti-Drone War Art	[]	anti-drone war art	11389008	Political Art	[]	political art	3	Anti-Drone War Art	raw	anti-drone war art	Political Art	raw	political art
pearltrees-h3-0018	pearltrees	principal_path_lineage	s243a	11056503	Man in the MIddle	10769144	1	10769144	P.R.I.S.M	[]	p.r.i.s.m	11056503	Man in the MIddle	[]	man in the middle	3	P.R.I.S.M	raw	p.r.i.s.m	Man in the MIddle	raw	man in the middle
pearltrees-h3-0019	pearltrees	principal_path_lineage	s243a	10391040	media	10779347	1	10779347	Cynicism on Justice & Inequality	"[""Cynacism on Justice &amp; Inequality""]"	cynicism on justice & inequality	10323703	s243a-cynicism	[]	s243a-cynicism	3	Cynacism on Justice & Inequality	corrected	cynicism on justice & inequality	s243a-cynicism	raw	s243a-cynicism
pearltrees-h3-0020	pearltrees	principal_path_lineage	s243a	10381169	Mythology	10519858	1	10371507	Aleister Crowley	[]	aleister crowley	10369712	symbols-history	[]	symbols-history	3	Aleister Crowley	raw	aleister crowley	symbols-history	raw	symbols-history
pearltrees-h3-0021	pearltrees	principal_path_lineage	s243a	10390825	people	70025585	1	70025585	Arthur Schopenhauer	[]	arthur schopenhauer	10390883	Intellectuals & Notable Non-Fiction Writers	[]	intellectuals & notable non-fiction writers	3	Arthur Schopenhauer	raw	arthur schopenhauer	Intelectuals & Notable Non-Fiction Writers	corrected	intellectuals & notable non-fiction writers
pearltrees-h3-0022	pearltrees	principal_path_lineage	s243a	10390751	philosophy	13458584	1	13458584	Factory Pig Farms	[]	factory pig farms	10390751	philosophy	[]	philosophy	3	Factory Pig Farms	raw	factory pig farms	philosophy	raw	philosophy
pearltrees-h3-0023	pearltrees	principal_path_lineage	s243a	10399690	Politics	13445761	1	13445761	transparency	"[""Transparancy""]"	transparency	10400335	Illusions	[]	illusions	3	transparancy	corrected	transparency	Illusions	raw	illusions
pearltrees-h3-0024	pearltrees	principal_path_lineage	s243a	11549294	Republican Sideshows	14234218	1	14234218	In Defense of Social Security	[]	in defense of social security	10995538	Republican Politics	[]	republican politics	3	In Defense of Social Security	raw	in defense of social security	Republican Politics	raw	republican politics
pearltrees-h3-0025	pearltrees	principal_path_lineage	s243a	10311488	Social Media	14844745	1	14844745	deregulation as a force for censorship	"[""Deregulation as a force for censorship""]"	deregulation as a force for censorship	10311488	Social Media	[]	social media	3	deregulation as a force for censorship	raw	deregulation as a force for censorship	Social Media	raw	social media
pearltrees-h3-0026	pearltrees	principal_path_lineage	s243a	10371821	Society	10459336	1	10459336	The War on Science	[]	the war on science	10371821	Society	[]	society	3	The War on Science	raw	the war on science	Society	raw	society
pearltrees-h3-0027	pearltrees	principal_path_lineage	s243a	10369712	symbols-history	10610326	1	10605590	African History	[]	african history	10381169	Mythology	[]	mythology	3	African History	raw	african history	Mythology	raw	mythology
pearltrees-h3-0028	pearltrees	principal_path_lineage	s243a	11727684	Technology, Engineering & Design	10031034,10789639	2	10959087	sustainability technologies	[]	sustainability technologies	11727684	Technology, Engineering & Design	[]	technology, engineering & design	3	sustainability technologies	raw	sustainability technologies	Technology, Engineering & Design	raw	technology, engineering & design
pearltrees-h3-0029	pearltrees	principal_path_lineage	s243a	11027045	The Dividing of People's with lines on the map	12772376	1	12772376	The 1033 Program	[]	the 1033 program	11027045	The Dividing of People's with lines on the map	[]	the dividing of people's with lines on the map	3	The 1033 Program	raw	the 1033 program	The Dividing of People's with lines on the map	raw	the dividing of people's with lines on the map
pearltrees-h3-0030	pearltrees	principal_path_lineage	s243a	11820376	2 - root node (my real tree Pearl Trees Version 1.0)	9285273	1	9285273	Wikipedia C	[]	wikipedia c	11960195	indexes	[]	indexes	3	Wikipedia C	raw	wikipedia c	indexes	raw	indexes
pearltrees-h3-0031	pearltrees	principal_path_lineage	s243a	10455430	Animal Farm	11728089	1	11728089	Where Elite Unity Exists	[]	where elite unity exists	10455430	Animal Farm	[]	animal farm	3	Where Elite Unity Exists	raw	where elite unity exists	Animal Farm	raw	animal farm
pearltrees-h3-0032	pearltrees	principal_path_lineage	s243a	10646352	Antenna	11495604	1	11495603	Constraints (Classical Mechanics)	[]	constraints (classical mechanics)	10647433	Electricity & Magnetism (Physics)	[]	electricity & magnetism (physics)	3	Constraints (Clasical Mechanics)	corrected	constraints (classical mechanics)	Electricity & Magnitism (Physics)	corrected	electricity & magnetism (physics)
pearltrees-h3-0033	pearltrees	principal_path_lineage	s243a	10489980	Apocalyptic Fiction	66164446	1	66164446	Hard Times (novel)	[]	hard times (novel)	10489978	Fiction	[]	fiction	3	Hard Times (novel)	raw	hard times (novel)	Fiction	raw	fiction
pearltrees-h3-0034	pearltrees	principal_path_lineage	s243a	10455231	Bitcoin 2.0	10907954	1	10907954	Dec 9, 2013 Stanford pres Bitcoin, Bobby C. Lee, BTC China	[]	dec 9, 2013 stanford pres bitcoin, bobby c. lee, btc china	10455231	Bitcoin 2.0	[]	bitcoin 2.0	3	Dec 9, 2013 Standford pres Bitcoin, Bobby C. Lee, BTC China	corrected	dec 9, 2013 stanford pres bitcoin, bobby c. lee, btc china	Bitcoin 2.0	raw	bitcoin 2.0
pearltrees-h3-0035	pearltrees	principal_path_lineage	s243a	10518894	Corruption & Retribution	10556392	1	10528062	Monsanto's connections	[]	monsanto's connections	10518894	Corruption & Retribution	[]	corruption & retribution	3	Monsto's connections	corrected	monsanto's connections	Corruption & Retribution	raw	corruption & retribution
pearltrees-h3-0036	pearltrees	principal_path_lineage	s243a	10459350	Darknet & The Deep Web	10517704	1	10517701	Big Brother Govs & Corps (Books)	[]	big brother govs & corps (books)	10459350	Darknet & The Deep Web	[]	darknet & the deep web	3	Big Brother Govs & Corps (Books)	raw	big brother govs & corps (books)	Darknet & The Deep Web	raw	darknet & the deep web
pearltrees-h3-0037	pearltrees	principal_path_lineage	s243a	10490022	Education	11723079	1	11723079	Open Thesis	[]	open thesis	10391223	courses	[]	courses	3	Open Thesis	raw	open thesis	courses	raw	courses
pearltrees-h3-0038	pearltrees	principal_path_lineage	s243a	10390752	ethics	10745342	1	10745342	PF thread problems concerning reductionism	[]	pf thread problems concerning reductionism	10390752	ethics	[]	ethics	3	PF thread problems concerning reductionism	raw	pf thread problems concerning reductionism	ethics	raw	ethics
pearltrees-h3-0039	pearltrees	principal_path_lineage	s243a	10369724	eyes-symbols-history-s243a	10600128	1	10371645	owl.symbols.s243a	[]	owl.symbols.s243a	10343207	history	[]	history	3	owl.symbols.s243a	raw	owl.symbols.s243a	history	raw	history
pearltrees-h3-0040	pearltrees	principal_path_lineage	s243a	10343209	FBI-history-s243a	15664320	1	15664320	Anti-Protest Tactics	[]	anti-protest tactics	10343209	FBI-history-s243a	[]	fbi-history-s243a	3	Anti-Protest Tactics	raw	anti-protest tactics	FBI-history-s243a	raw	fbi-history-s243a
pearltrees-h3-0041	pearltrees	principal_path_lineage	s243a	10646429	geopolitics	10517471	1	10517471	The Grand Chessboard	[]	the grand chessboard	10646429	geopolitics	[]	geopolitics	3	The Grand Chessboard	raw	the grand chessboard	geopolitics	raw	geopolitics
pearltrees-h3-0042	pearltrees	principal_path_lineage	s243a	10371461	Gods of Earth and Nature	10371347	1	10371347	Evil Gods	[]	evil gods	10390869	History by Region / place	[]	history by region / place	3	Evil Gods	raw	evil gods	History by Region / place	raw	history by region / place
pearltrees-h3-0043	pearltrees	principal_path_lineage	s243a	10323424	groups	10907144	1	10907144	NDAA Pushback	[]	ndaa pushback	10388439	government.clandestine.society	[]	government.clandestine.society	3	NDAA Pushback	raw	ndaa pushback	government.clandestine.society	raw	government.clandestine.society
pearltrees-h3-0044	pearltrees	principal_path_lineage	s243a	10390869	History by Region / place	16222805,61716503	2	16222805	Political Science	[]	political science	10381169	Mythology	[]	mythology	3	Political Science	raw	political science	Mythology	raw	mythology
pearltrees-h3-0045	pearltrees	principal_path_lineage	s243a	10541842	Language, Literature & Other arts	11394097	1	11394095	Drone War Art	[]	drone war art	10454091	Art	[]	art	3	Drone War Art	raw	drone war art	Art	raw	art
pearltrees-h3-0046	pearltrees	principal_path_lineage	s243a	10391040	media	10756910,12282146,13684103,15044171,15120531,15670362,23644924,6084990	8	10800288	Destructive Practices	[]	destructive practices	10311531	s243a-wikispaces	[]	s243a-wikispaces	3	Destructive Practices	raw	destructive practices	s243a-wikispaces	raw	s243a-wikispaces
pearltrees-h3-0047	pearltrees	principal_path_lineage	s243a	10381169	Mythology	10519858	1	10519858	Aleister Crowley by other Pearlers	[]	aleister crowley by other pearlers	10369724	eyes-symbols-history-s243a	[]	eyes-symbols-history-s243a	3	Aleister Crowley by other Pearlers	raw	aleister crowley by other pearlers	eyes-symbols-history-s243a	raw	eyes-symbols-history-s243a
pearltrees-h3-0048	pearltrees	principal_path_lineage	s243a	10390825	people	10729447,12473654	2	10720446	George Wilhelm Friedrich Hegel	[]	george wilhelm friedrich hegel	10390883	Intellectuals & Notable Non-Fiction Writers	[]	intellectuals & notable non-fiction writers	3	George Wilhelm Fredrich Hegel	corrected	george wilhelm friedrich hegel	Intelectuals & Notable Non-Fiction Writers	corrected	intellectuals & notable non-fiction writers
pearltrees-h3-0049	pearltrees	principal_path_lineage	s243a	10390751	philosophy	10510359	1	10510359	The Reality of Food Stamps	[]	the reality of food stamps	10390752	ethics	[]	ethics	3	The Reality of Food Stamps	raw	the reality of food stamps	ethics	raw	ethics
pearltrees-h4-0000	pearltrees	principal_path_lineage	s243a	11820376	2 - root node (my real tree Pearl Trees Version 1.0)	9285273	1	9285273	Wikipedia C	[]	wikipedia c	11820376	2 - root node (my real tree Pearl Trees Version 1.0)	[]	2 - root node (my real tree pearl trees version 1.0)	4	Wikipedia C	raw	wikipedia c	2 - root node (my real tree Pearl Trees Version 1.0)	raw	2 - root node (my real tree pearl trees version 1.0)
pearltrees-h4-0001	pearltrees	principal_path_lineage	s243a	10455430	Animal Farm	11728046	1	11728046	The Crises in Democracy	[]	the crises in democracy	10455430	Animal Farm	[]	animal farm	4	The Crises in Democarcy	corrected	the crises in democracy	Animal Farm	raw	animal farm
pearltrees-h4-0002	pearltrees	principal_path_lineage	s243a	10646352	Antenna	11495604	1	11495602	Classical Mechanics	[]	classical mechanics	10646352	Antenna	[]	antenna	4	Classical Mechanics	raw	classical mechanics	Antenna	raw	antenna
pearltrees-h4-0003	pearltrees	principal_path_lineage	s243a	10489980	Apocalyptic Fiction	66164446	1	66164446	Hard Times (novel)	[]	hard times (novel)	10489980	Apocalyptic Fiction	[]	apocalyptic fiction	4	Hard Times (novel)	raw	hard times (novel)	Apocalyptic Fiction	raw	apocalyptic fiction
pearltrees-h4-0004	pearltrees	principal_path_lineage	s243a	10455231	Bitcoin 2.0	69739167	1	69739167	Business process	[]	business process	10455231	Bitcoin 2.0	[]	bitcoin 2.0	4	Business process	raw	business process	Bitcoin 2.0	raw	bitcoin 2.0
pearltrees-h4-0005	pearltrees	principal_path_lineage	s243a	10518894	Corruption & Retribution	10556392	1	10556389	Monsanto	[]	monsanto	10518894	Corruption & Retribution	[]	corruption & retribution	4	Monsanto	raw	monsanto	Corruption & Retribution	raw	corruption & retribution
pearltrees-h4-0006	pearltrees	principal_path_lineage	s243a	10459350	Darknet & The Deep Web	10517704	1	10517704	Privacy in The Age of Big Data	[]	privacy in the age of big data	10459350	Darknet & The Deep Web	[]	darknet & the deep web	4	Privacy in The Age of Big Data	raw	privacy in the age of big data	Darknet & The Deep Web	raw	darknet & the deep web
pearltrees-h4-0007	pearltrees	principal_path_lineage	s243a	10490022	Education	11723079	1	11723079	Open Thesis	[]	open thesis	10490022	Education	[]	education	4	Open Thesis	raw	open thesis	Education	raw	education
pearltrees-h4-0008	pearltrees	principal_path_lineage	s243a	10390752	ethics	10586002	1	10586002	Who Has The Gold	[]	who has the gold	10462622	Political Philosophy	[]	political philosophy	4	Who Has The Gold	raw	who has the gold	Political Philosophy	raw	political philosophy
pearltrees-h4-0009	pearltrees	principal_path_lineage	s243a	10369724	eyes-symbols-history-s243a	11729722	1	11729722	Alcohol	[]	alcohol	10370051	Religion	[]	religion	4	Alcohol	raw	alcohol	Relegion	corrected	religion
pearltrees-h4-0010	pearltrees	principal_path_lineage	s243a	10343209	FBI-history-s243a	15102179	1	15102179	The Black Panthers	[]	the black panthers	10343209	FBI-history-s243a	[]	fbi-history-s243a	4	The Black Panthers	raw	the black panthers	FBI-history-s243a	raw	fbi-history-s243a
pearltrees-h4-0011	pearltrees	principal_path_lineage	s243a	10371461	Gods of Earth and Nature	10371600	1	10371600	Associated With Sekhmet	[]	associated with sekhmet	10343207	history	[]	history	4	Associated With Sekhmet	raw	associated with sekhmet	history	raw	history
pearltrees-h4-0012	pearltrees	principal_path_lineage	s243a	10323424	groups	2492488	1	2492488	English	[]	english	10323425	groups-activists	[]	groups-activists	4	English	raw	english	groups-activists	raw	groups-activists
