pair_id	corpus	graph_view	account	branch_id	branch_title	source_tree_ids	source_record_count	descendant_id	descendant_title	descendant_title_aliases	descendant_normalized_title	ancestor_id	ancestor_title	ancestor_title_aliases	ancestor_normalized_title	hop
pearltrees-h3-0021	pearltrees	principal_path_lineage	s243a	10390825	people	70025585	1	70025585	Arthur Schopenhauer	[]	arthur schopenhauer	10390883	Intelectuals & Notable Non-Fiction Writers	[]	intelectuals & notable non-fiction writers	3
pearltrees-h3-0022	pearltrees	principal_path_lineage	s243a	10390751	philosophy	13458584	1	13458584	Factory Pig Farms	[]	factory pig farms	10390751	philosophy	[]	philosophy	3
pearltrees-h3-0023	pearltrees	principal_path_lineage	s243a	10399690	Politics	13445761	1	13445761	transparancy	"[""Transparancy""]"	transparancy	10400335	Illusions	[]	illusions	3
pearltrees-h3-0024	pearltrees	principal_path_lineage	s243a	11549294	Republican Sideshows	14234218	1	14234218	In Defense of Social Security	[]	in defense of social security	10995538	Republican Politics	[]	republican politics	3
pearltrees-h3-0025	pearltrees	principal_path_lineage	s243a	10311488	Social Media	14844745	1	14844745	deregulation as a force for censorship	"[""Deregulation as a force for censorship""]"	deregulation as a force for censorship	10311488	Social Media	[]	social media	3
pearltrees-h3-0026	pearltrees	principal_path_lineage	s243a	10371821	Society	10459336	1	10459336	The War on Science	[]	the war on science	10371821	Society	[]	society	3
pearltrees-h3-0027	pearltrees	principal_path_lineage	s243a	10369712	symbols-history	10610326	1	10605590	African History	[]	african history	10381169	Mythology	[]	mythology	3
pearltrees-h3-0028	pearltrees	principal_path_lineage	s243a	11727684	Technology, Engineering & Design	10031034,10789639	2	10959087	sustainability technologies	[]	sustainability technologies	11727684	Technology, Engineering & Design	[]	technology, engineering & design	3
pearltrees-h3-0029	pearltrees	principal_path_lineage	s243a	11027045	The Dividing of People's with lines on the map	12772376	1	12772376	The 1033 Program	[]	the 1033 program	11027045	The Dividing of People's with lines on the map	[]	the dividing of people's with lines on the map	3
pearltrees-h3-0030	pearltrees	principal_path_lineage	s243a	11820376	2 - root node (my real tree Pearl Trees Version 1.0)	9285273	1	9285273	Wikipedia C	[]	wikipedia c	11960195	indexes	[]	indexes	3
pearltrees-h3-0031	pearltrees	principal_path_lineage	s243a	10455430	Animal Farm	11728089	1	11728089	Where Elite Unity Exists	[]	where elite unity exists	10455430	Animal Farm	[]	animal farm	3
pearltrees-h3-0032	pearltrees	principal_path_lineage	s243a	10646352	Antenna	11495604	1	11495603	Constraints (Clasical Mechanics)	[]	constraints (clasical mechanics)	10647433	Electricity & Magnitism (Physics)	[]	electricity & magnitism (physics)	3
pearltrees-h3-0033	pearltrees	principal_path_lineage	s243a	10489980	Apocalyptic Fiction	66164446	1	66164446	Hard Times (novel)	[]	hard times (novel)	10489978	Fiction	[]	fiction	3
pearltrees-h3-0034	pearltrees	principal_path_lineage	s243a	10455231	Bitcoin 2.0	10907954	1	10907954	Dec 9, 2013 Standford pres Bitcoin, Bobby C. Lee, BTC China	[]	dec 9, 2013 standford pres bitcoin, bobby c. lee, btc china	10455231	Bitcoin 2.0	[]	bitcoin 2.0	3
pearltrees-h3-0035	pearltrees	principal_path_lineage	s243a	10518894	Corruption & Retribution	10556392	1	10528062	Monsto's connections	[]	monsto's connections	10518894	Corruption & Retribution	[]	corruption & retribution	3
pearltrees-h3-0036	pearltrees	principal_path_lineage	s243a	10459350	Darknet & The Deep Web	10517704	1	10517701	Big Brother Govs & Corps (Books)	[]	big brother govs & corps (books)	10459350	Darknet & The Deep Web	[]	darknet & the deep web	3
pearltrees-h3-0037	pearltrees	principal_path_lineage	s243a	10490022	Education	11723079	1	11723079	Open Thesis	[]	open thesis	10391223	courses	[]	courses	3
pearltrees-h3-0038	pearltrees	principal_path_lineage	s243a	10390752	ethics	10745342	1	10745342	PF thread problems concerning reductionism	[]	pf thread problems concerning reductionism	10390752	ethics	[]	ethics	3
pearltrees-h3-0039	pearltrees	principal_path_lineage	s243a	10369724	eyes-symbols-history-s243a	10600128	1	10371645	owl.symbols.s243a	[]	owl.symbols.s243a	10343207	history	[]	history	3
pearltrees-h3-0040	pearltrees	principal_path_lineage	s243a	10343209	FBI-history-s243a	15664320	1	15664320	Anti-Protest Tactics	[]	anti-protest tactics	10343209	FBI-history-s243a	[]	fbi-history-s243a	3
pearltrees-h3-0041	pearltrees	principal_path_lineage	s243a	10646429	geopolitics	10517471	1	10517471	The Grand Chessboard	[]	the grand chessboard	10646429	geopolitics	[]	geopolitics	3
pearltrees-h3-0042	pearltrees	principal_path_lineage	s243a	10371461	Gods of Earth and Nature	10371347	1	10371347	Evil Gods	[]	evil gods	10390869	History by Region / place	[]	history by region / place	3
pearltrees-h3-0043	pearltrees	principal_path_lineage	s243a	10323424	groups	10907144	1	10907144	NDAA Pushback	[]	ndaa pushback	10388439	government.clandestine.society	[]	government.clandestine.society	3
pearltrees-h3-0044	pearltrees	principal_path_lineage	s243a	10390869	History by Region / place	16222805,61716503	2	16222805	Political Science	[]	political science	10381169	Mythology	[]	mythology	3
pearltrees-h3-0045	pearltrees	principal_path_lineage	s243a	10541842	Language, Literature & Other arts	11394097	1	11394095	Drone War Art	[]	drone war art	10454091	Art	[]	art	3
pearltrees-h3-0046	pearltrees	principal_path_lineage	s243a	10391040	media	10756910,12282146,13684103,15044171,15120531,15670362,23644924,6084990	8	10800288	Destructive Practices	[]	destructive practices	10311531	s243a-wikispaces	[]	s243a-wikispaces	3
pearltrees-h3-0047	pearltrees	principal_path_lineage	s243a	10381169	Mythology	10519858	1	10519858	Aleister Crowley by other Pearlers	[]	aleister crowley by other pearlers	10369724	eyes-symbols-history-s243a	[]	eyes-symbols-history-s243a	3
pearltrees-h3-0048	pearltrees	principal_path_lineage	s243a	10390825	people	10729447,12473654	2	10720446	George Wilhelm Fredrich Hegel	[]	george wilhelm fredrich hegel	10390883	Intelectuals & Notable Non-Fiction Writers	[]	intelectuals & notable non-fiction writers	3
pearltrees-h3-0049	pearltrees	principal_path_lineage	s243a	10390751	philosophy	10510359	1	10510359	The Reality of Food Stamps	[]	the reality of food stamps	10390752	ethics	[]	ethics	3
pearltrees-h4-0000	pearltrees	principal_path_lineage	s243a	11820376	2 - root node (my real tree Pearl Trees Version 1.0)	9285273	1	9285273	Wikipedia C	[]	wikipedia c	11820376	2 - root node (my real tree Pearl Trees Version 1.0)	[]	2 - root node (my real tree pearl trees version 1.0)	4
pearltrees-h4-0001	pearltrees	principal_path_lineage	s243a	10455430	Animal Farm	11728046	1	11728046	The Crises in Democarcy	[]	the crises in democarcy	10455430	Animal Farm	[]	animal farm	4
pearltrees-h4-0002	pearltrees	principal_path_lineage	s243a	10646352	Antenna	11495604	1	11495602	Classical Mechanics	[]	classical mechanics	10646352	Antenna	[]	antenna	4
pearltrees-h4-0003	pearltrees	principal_path_lineage	s243a	10489980	Apocalyptic Fiction	66164446	1	66164446	Hard Times (novel)	[]	hard times (novel)	10489980	Apocalyptic Fiction	[]	apocalyptic fiction	4
pearltrees-h4-0004	pearltrees	principal_path_lineage	s243a	10455231	Bitcoin 2.0	69739167	1	69739167	Business process	[]	business process	10455231	Bitcoin 2.0	[]	bitcoin 2.0	4
pearltrees-h4-0005	pearltrees	principal_path_lineage	s243a	10518894	Corruption & Retribution	10556392	1	10556389	Monsanto	[]	monsanto	10518894	Corruption & Retribution	[]	corruption & retribution	4
pearltrees-h4-0006	pearltrees	principal_path_lineage	s243a	10459350	Darknet & The Deep Web	10517704	1	10517704	Privacy in The Age of Big Data	[]	privacy in the age of big data	10459350	Darknet & The Deep Web	[]	darknet & the deep web	4
pearltrees-h4-0007	pearltrees	principal_path_lineage	s243a	10490022	Education	11723079	1	11723079	Open Thesis	[]	open thesis	10490022	Education	[]	education	4
pearltrees-h4-0008	pearltrees	principal_path_lineage	s243a	10390752	ethics	10586002	1	10586002	Who Has The Gold	[]	who has the gold	10462622	Political Philosophy	[]	political philosophy	4
pearltrees-h4-0009	pearltrees	principal_path_lineage	s243a	10369724	eyes-symbols-history-s243a	11729722	1	11729722	Alcohol	[]	alcohol	10370051	Relegion	[]	relegion	4
pearltrees-h4-0010	pearltrees	principal_path_lineage	s243a	10343209	FBI-history-s243a	15102179	1	15102179	The Black Panthers	[]	the black panthers	10343209	FBI-history-s243a	[]	fbi-history-s243a	4
pearltrees-h4-0011	pearltrees	principal_path_lineage	s243a	10371461	Gods of Earth and Nature	10371600	1	10371600	Associated With Sekhmet	[]	associated with sekhmet	10343207	history	[]	history	4
pearltrees-h4-0012	pearltrees	principal_path_lineage	s243a	10323424	groups	2492488	1	2492488	English	[]	english	10323425	groups-activists	[]	groups-activists	4
pearltrees-h4-0013	pearltrees	principal_path_lineage	s243a	10390869	History by Region / place	11666050	1	11666050	Popular beliefs on scientific issues	[]	popular beliefs on scientific issues	10381169	Mythology	[]	mythology	4
pearltrees-h4-0014	pearltrees	principal_path_lineage	s243a	10541842	Language, Literature & Other arts	11394097	1	11394095	Drone War Art	[]	drone war art	10541842	Language, Literature & Other arts	[]	language, literature & other arts	4
pearltrees-h4-0015	pearltrees	principal_path_lineage	s243a	10391040	media	10756910	1	10737525	mergers acquisitions and takeovers	[]	mergers acquisitions and takeovers	10311531	s243a-wikispaces	[]	s243a-wikispaces	4
pearltrees-h4-0016	pearltrees	principal_path_lineage	s243a	10381169	Mythology	10519858	1	10371507	Aleister Crowley	[]	aleister crowley	10390869	History by Region / place	[]	history by region / place	4
pearltrees-h4-0017	pearltrees	principal_path_lineage	s243a	10390825	people	14562183	1	14562183	2016 Election (Bernie Sanders)	[]	2016 election (bernie sanders)	10390825	people	[]	people	4
pearltrees-h4-0018	pearltrees	principal_path_lineage	s243a	10390751	philosophy	70598630	1	70598630	Animal ethics	[]	animal ethics	10390751	philosophy	[]	philosophy	4
pearltrees-h4-0019	pearltrees	principal_path_lineage	s243a	10399690	Politics	14525577	1	14525577	CEO Wages	[]	ceo wages	10399723	Removing The curtain	[]	removing the curtain	4
pearltrees-h4-0020	pearltrees	principal_path_lineage	s243a	11549294	Republican Sideshows	14234218	1	14234218	In Defense of Social Security	[]	in defense of social security	11549294	Republican Sideshows	[]	republican sideshows	4
pearltrees-h4-0021	pearltrees	principal_path_lineage	s243a	10311488	Social Media	11727879	1	11727879	Part 1 - The Company (Counter Intelligence)	[]	part 1 - the company (counter intelligence)	10391040	media	[]	media	4
pearltrees-h4-0022	pearltrees	principal_path_lineage	s243a	10371821	Society	12155877	1	12155877	LOGO	[]	logo	10407535	Net Nutrality and Society	[]	net nutrality and society	4
pearltrees-h4-0023	pearltrees	principal_path_lineage	s243a	10369712	symbols-history	10986539,11044343	2	10790290	Ukrain	[]	ukrain	10390869	History by Region / place	[]	history by region / place	4
pearltrees-h4-0024	pearltrees	principal_path_lineage	s243a	11727684	Technology, Engineering & Design	82448474	1	82448474	Support for Open Source Software	[]	support for open source software	11727684	Technology, Engineering & Design	[]	technology, engineering & design	4
pearltrees-h4-0025	pearltrees	principal_path_lineage	s243a	10646352	Antenna	11495604	1	11495603	Constraints (Clasical Mechanics)	[]	constraints (clasical mechanics)	10646346	Signals & communication	[]	signals & communication	4
pearltrees-h4-0026	pearltrees	principal_path_lineage	s243a	10455231	Bitcoin 2.0	10628300	1	10628300	Roundtripping	[]	roundtripping	10455231	Bitcoin 2.0	[]	bitcoin 2.0	4
pearltrees-h4-0027	pearltrees	principal_path_lineage	s243a	10518894	Corruption & Retribution	10556392	1	10556392	Alleged Monsanto Connections	[]	alleged monsanto connections	10517528	Corruption	[]	corruption	4
pearltrees-h4-0028	pearltrees	principal_path_lineage	s243a	10490022	Education	11489905	1	11489905	Jens Förster - UvA (FMG)	[]	jens förster - uva (fmg)	10490022	Education	[]	education	4
pearltrees-h4-0029	pearltrees	principal_path_lineage	s243a	10390752	ethics	10761044	1	10761044	Inverted Totalitarianism	[]	inverted totalitarianism	10462622	Political Philosophy	[]	political philosophy	4
pearltrees-h4-0030	pearltrees	principal_path_lineage	s243a	10369724	eyes-symbols-history-s243a	11567740,11729722	2	11567737	culture (Anthropology)	[]	culture (anthropology)	10390869	History by Region / place	[]	history by region / place	4
pearltrees-h4-0031	pearltrees	principal_path_lineage	s243a	10343209	FBI-history-s243a	11153655	1	11153655	Rounding up the Idlers	[]	rounding up the idlers	10343209	FBI-history-s243a	[]	fbi-history-s243a	4
pearltrees-h4-0032	pearltrees	principal_path_lineage	s243a	10371461	Gods of Earth and Nature	10371347	1	10371347	Evil Gods	[]	evil gods	10343207	history	[]	history	4
pearltrees-h4-0033	pearltrees	principal_path_lineage	s243a	10323424	groups	10817244	1	10817244	Tyrone Hayes	[]	tyrone hayes	10323424	groups	[]	groups	4
pearltrees-h4-0034	pearltrees	principal_path_lineage	s243a	10390869	History by Region / place	10518857	1	10518857	Same Love feat. Mary Lambert	[]	same love feat. mary lambert	10343207	history	[]	history	4
pearltrees-h4-0035	pearltrees	principal_path_lineage	s243a	10541842	Language, Literature & Other arts	11394097	1	11394097	Anti-Drone War Art	[]	anti-drone war art	10454091	Art	[]	art	4
pearltrees-h4-0036	pearltrees	principal_path_lineage	s243a	10391040	media	10646516	1	10646516	Trade Deals are Collusion	[]	trade deals are collusion	10323703	s243a-cynicism	[]	s243a-cynicism	4
pearltrees-h4-0037	pearltrees	principal_path_lineage	s243a	10381169	Mythology	10381200	1	10381200	Robert Graves	[]	robert graves	10390869	History by Region / place	[]	history by region / place	4
pearltrees-h4-0038	pearltrees	principal_path_lineage	s243a	10390825	people	15641683	1	15641683	Criticism of Hillary Clinton	[]	criticism of hillary clinton	10446371	American Politicians	[]	american politicians	4
pearltrees-h4-0039	pearltrees	principal_path_lineage	s243a	10390751	philosophy	14493998	1	14493998	memes -- blaming the poor	"[""Memes -- blaming the poor""]"	memes -- blaming the poor	10390751	philosophy	[]	philosophy	4
pearltrees-h4-0040	pearltrees	principal_path_lineage	s243a	10399690	Politics	11389060,11615420,15690849,23999205,36235900	5	11105658	Money in Politics	[]	money in politics	10400335	Illusions	[]	illusions	4
pearltrees-h4-0041	pearltrees	principal_path_lineage	s243a	10311488	Social Media	11737998	1	11737998	Empathetically Correct	[]	empathetically correct	10311488	Social Media	[]	social media	4
pearltrees-h4-0042	pearltrees	principal_path_lineage	s243a	10371821	Society	12154122	1	12154122	Showtime	[]	showtime	10407535	Net Nutrality and Society	[]	net nutrality and society	4
pearltrees-h4-0043	pearltrees	principal_path_lineage	s243a	10369712	symbols-history	14195928	1	10830625	Foreign Politics (Israel)	[]	foreign politics (israel)	10390869	History by Region / place	[]	history by region / place	4
pearltrees-h4-0044	pearltrees	principal_path_lineage	s243a	11727684	Technology, Engineering & Design	7178850	1	7178850	Art	[]	art	75009241	Science and technology	[]	science and technology	4
pearltrees-h4-0045	pearltrees	principal_path_lineage	s243a	10646352	Antenna	11495604	1	11495604	Holonomic system	[]	holonomic system	10647433	Electricity & Magnitism (Physics)	[]	electricity & magnitism (physics)	4
pearltrees-h4-0046	pearltrees	principal_path_lineage	s243a	10455231	Bitcoin 2.0	14525776	1	14525776	Production and organizations	[]	production and organizations	10455231	Bitcoin 2.0	[]	bitcoin 2.0	4
pearltrees-h4-0047	pearltrees	principal_path_lineage	s243a	10390752	ethics	11549365	1	11549365	USA Law - Unintended Consequences	[]	usa law - unintended consequences	10390752	ethics	[]	ethics	4
pearltrees-h4-0048	pearltrees	principal_path_lineage	s243a	10369724	eyes-symbols-history-s243a	11567780	1	11556976	Miss Representation	[]	miss representation	10370051	Relegion	[]	relegion	4
pearltrees-h4-0049	pearltrees	principal_path_lineage	s243a	10371461	Gods of Earth and Nature	10371330	1	10371330	Symbols of Satinism (Documentary)	[]	symbols of satinism (documentary)	10343207	history	[]	history	4
pearltrees-h5-0000	pearltrees	principal_path_lineage	s243a	10646352	Antenna	11495604	1	11495603	Constraints (Clasical Mechanics)	[]	constraints (clasical mechanics)	10646352	Antenna	[]	antenna	5
pearltrees-h5-0001	pearltrees	principal_path_lineage	s243a	10518894	Corruption & Retribution	10556392	1	10556392	Alleged Monsanto Connections	[]	alleged monsanto connections	10518894	Corruption & Retribution	[]	corruption & retribution	5
pearltrees-h5-0002	pearltrees	principal_path_lineage	s243a	10390752	ethics	11395179	1	10761122	Corporate Facism	[]	corporate facism	10390751	philosophy	[]	philosophy	5
pearltrees-h5-0003	pearltrees	principal_path_lineage	s243a	10369724	eyes-symbols-history-s243a	10709892	1	10709892	Alien Myths	[]	alien myths	10343207	history	[]	history	5
pearltrees-h5-0004	pearltrees	principal_path_lineage	s243a	10371461	Gods of Earth and Nature	10371600	1	10371600	Associated With Sekhmet	[]	associated with sekhmet	10381169	Mythology	[]	mythology	5
pearltrees-h5-0005	pearltrees	principal_path_lineage	s243a	10323424	groups	2595431	1	2595431	[PDF] Livres	[]	[pdf] livres	10323425	groups-activists	[]	groups-activists	5
pearltrees-h5-0006	pearltrees	principal_path_lineage	s243a	10390869	History by Region / place	10741831	1	10741831	fiction & poverty	"[""Fiction &amp; poverty""]"	fiction & poverty	10371461	Gods of Earth and Nature	[]	gods of earth and nature	5
pearltrees-h5-0007	pearltrees	principal_path_lineage	s243a	10541842	Language, Literature & Other arts	11394097	1	11394097	Anti-Drone War Art	[]	anti-drone war art	10541842	Language, Literature & Other arts	[]	language, literature & other arts	5
pearltrees-h5-0008	pearltrees	principal_path_lineage	s243a	10391040	media	10646516,10779347,11109632,11335357,12759321,12759337,14951406,70025751	8	10646461	Collective Moods & dispositions	[]	collective moods & dispositions	10311488	Social Media	[]	social media	5
pearltrees-h5-0009	pearltrees	principal_path_lineage	s243a	10381169	Mythology	10519858	1	10371507	Aleister Crowley	[]	aleister crowley	10343207	history	[]	history	5
pearltrees-h5-0010	pearltrees	principal_path_lineage	s243a	10390825	people	11393452	1	11392830	Books by Peter Kropotkin	[]	books by peter kropotkin	10390883	Intelectuals & Notable Non-Fiction Writers	[]	intelectuals & notable non-fiction writers	5
pearltrees-h5-0011	pearltrees	principal_path_lineage	s243a	10399690	Politics	36235900	1	11423863	Money in Tennesse Politics	[]	money in tennesse politics	10400335	Illusions	[]	illusions	5
pearltrees-h5-0012	pearltrees	principal_path_lineage	s243a	10311488	Social Media	11727879	1	11727879	Part 1 - The Company (Counter Intelligence)	[]	part 1 - the company (counter intelligence)	10311488	Social Media	[]	social media	5
pearltrees-h5-0013	pearltrees	principal_path_lineage	s243a	10371821	Society	12154157	1	12154157	HBO	[]	hbo	10410323	Social Forms & Ideologies	[]	social forms & ideologies	5
pearltrees-h5-0014	pearltrees	principal_path_lineage	s243a	10369712	symbols-history	16832164	1	16832164	History of the Americas	[]	history of the americas	10369724	eyes-symbols-history-s243a	[]	eyes-symbols-history-s243a	5
pearltrees-h5-0015	pearltrees	principal_path_lineage	s243a	11727684	Technology, Engineering & Design	53344270,61533727	2	53344270	Branches of science	[]	branches of science	11727684	Technology, Engineering & Design	[]	technology, engineering & design	5
pearltrees-h5-0016	pearltrees	principal_path_lineage	s243a	10646352	Antenna	11495604	1	11495604	Holonomic system	[]	holonomic system	10646346	Signals & communication	[]	signals & communication	5
pearltrees-h5-0017	pearltrees	principal_path_lineage	s243a	10390752	ethics	14539688	1	14539688	Racist & Classist Justice	"[""Racist &amp; Classist Justice""]"	racist & classist justice	10390752	ethics	[]	ethics	5
pearltrees-h5-0018	pearltrees	principal_path_lineage	s243a	10369724	eyes-symbols-history-s243a	11567740,11729722	2	11567740	drug culture	"[""Drug culture""]"	drug culture	10390869	History by Region / place	[]	history by region / place	5
pearltrees-h5-0019	pearltrees	principal_path_lineage	s243a	10371461	Gods of Earth and Nature	10371364	1	10371364	Eye Symbol Examples	[]	eye symbol examples	10381169	Mythology	[]	mythology	5
pearltrees-h5-0020	pearltrees	principal_path_lineage	s243a	10323424	groups	2595429	1	2595429	EN	[]	en	10323424	groups	[]	groups	5
pearltrees-h5-0021	pearltrees	principal_path_lineage	s243a	10390869	History by Region / place	10541886	1	10541886	Cynacism & History Sterotypes	"[""Cynacism &amp; History Sterotypes""]"	cynacism & history sterotypes	10369724	eyes-symbols-history-s243a	[]	eyes-symbols-history-s243a	5
pearltrees-h5-0022	pearltrees	principal_path_lineage	s243a	10391040	media	10646516,10779347	2	10646481	Cynacism	[]	cynacism	10450605	wikis	[]	wikis	5
pearltrees-h5-0023	pearltrees	principal_path_lineage	s243a	10381169	Mythology	10519858	1	10519858	Aleister Crowley by other Pearlers	[]	aleister crowley by other pearlers	10390869	History by Region / place	[]	history by region / place	5
pearltrees-h5-0024	pearltrees	principal_path_lineage	s243a	10390825	people	12473654	1	12473654	The Phenomenology of Spirit, Hagel	[]	the phenomenology of spirit, hagel	10390825	people	[]	people	5
pearltrees-h5-0025	pearltrees	principal_path_lineage	s243a	10399690	Politics	23999205	1	23999205	Superpacs & Other Lobbying Groups - Super PAC (Political Action Committee) - pacs	"[""Superpacs &amp; Other Lobbying Groups - Super PAC (Political Action Committee) - pacs""]"	superpacs & other lobbying groups - super pac (political action committee) - pacs	10400335	Illusions	[]	illusions	5
pearltrees-h5-0026	pearltrees	principal_path_lineage	s243a	10311488	Social Media	11728130	1	11728130	Part 5 - Drone Nation (counter intellegence)	[]	part 5 - drone nation (counter intellegence)	10311488	Social Media	[]	social media	5
pearltrees-h5-0027	pearltrees	principal_path_lineage	s243a	10371821	Society	12155876	1	12155876	COMEDY CENTRAL	[]	comedy central	10410323	Social Forms & Ideologies	[]	social forms & ideologies	5
pearltrees-h5-0028	pearltrees	principal_path_lineage	s243a	10369712	symbols-history	14195928	1	10830626	The Isreal Palistine Conflict	[]	the isreal palistine conflict	10390869	History by Region / place	[]	history by region / place	5
pearltrees-h5-0029	pearltrees	principal_path_lineage	s243a	11727684	Technology, Engineering & Design	12531010	1	12531010	Tools (Science & Engineering)	"[""Tools (Science &amp; Engineering)""]"	tools (science & engineering)	11727684	Technology, Engineering & Design	[]	technology, engineering & design	5
pearltrees-h5-0030	pearltrees	principal_path_lineage	s243a	10390752	ethics	52470789	1	52470789	Abnormal psychology	[]	abnormal psychology	10390752	ethics	[]	ethics	5
pearltrees-h5-0031	pearltrees	principal_path_lineage	s243a	10369724	eyes-symbols-history-s243a	10791257	1	10791257	work	"[""Work""]"	work	10343207	history	[]	history	5
pearltrees-h5-0032	pearltrees	principal_path_lineage	s243a	10371461	Gods of Earth and Nature	10371330	1	10371330	Symbols of Satinism (Documentary)	[]	symbols of satinism (documentary)	10381169	Mythology	[]	mythology	5
pearltrees-h5-0033	pearltrees	principal_path_lineage	s243a	10323424	groups	10425296	1	10425296	John Kiriakou	[]	john kiriakou	10323424	groups	[]	groups	5
pearltrees-h5-0034	pearltrees	principal_path_lineage	s243a	10390869	History by Region / place	14043169	1	10544788	The Muck We Must Climb Out Of	[]	the muck we must climb out of	10369724	eyes-symbols-history-s243a	[]	eyes-symbols-history-s243a	5
pearltrees-h5-0035	pearltrees	principal_path_lineage	s243a	10391040	media	14951406	1	14951406	Tackling Danger Without Violence	[]	tackling danger without violence	10311531	s243a-wikispaces	[]	s243a-wikispaces	5
pearltrees-h5-0036	pearltrees	principal_path_lineage	s243a	10381169	Mythology	10381200	1	10381200	Robert Graves	[]	robert graves	10343207	history	[]	history	5
pearltrees-h5-0037	pearltrees	principal_path_lineage	s243a	10390825	people	15672395	1	15672395	Goldwater	[]	goldwater	10390825	people	[]	people	5
pearltrees-h5-0038	pearltrees	principal_path_lineage	s243a	10399690	Politics	11389060,11615420,15690849,23999205,36235900	5	11105658	Money in Politics	[]	money in politics	10399690	Politics	[]	politics	5
pearltrees-h5-0039	pearltrees	principal_path_lineage	s243a	10311488	Social Media	11727907	1	11727907	Part 4 - IV - Necrophilous (Counter Intellegence)	[]	part 4 - iv - necrophilous (counter intellegence)	10311488	Social Media	[]	social media	5
pearltrees-h5-0040	pearltrees	principal_path_lineage	s243a	10371821	Society	12155990	1	12155990	BET	[]	bet	10410323	Social Forms & Ideologies	[]	social forms & ideologies	5
pearltrees-h5-0041	pearltrees	principal_path_lineage	s243a	10369712	symbols-history	10986539	1	10986539	Leaks and hacks	[]	leaks and hacks	10579331	Places	[]	places	5
pearltrees-h5-0042	pearltrees	principal_path_lineage	s243a	11727684	Technology, Engineering & Design	60340939	1	60340939	Scientific phenomena	[]	scientific phenomena	11727684	Technology, Engineering & Design	[]	technology, engineering & design	5
pearltrees-h5-0043	pearltrees	principal_path_lineage	s243a	10390752	ethics	11395179	1	11392387	Transitions to Totalitarism	[]	transitions to totalitarism	10462622	Political Philosophy	[]	political philosophy	5
pearltrees-h5-0044	pearltrees	principal_path_lineage	s243a	10369724	eyes-symbols-history-s243a	14218297	1	10766135	Federal Reserve	[]	federal reserve	10390869	History by Region / place	[]	history by region / place	5
pearltrees-h5-0045	pearltrees	principal_path_lineage	s243a	10371461	Gods of Earth and Nature	10371347	1	10371347	Evil Gods	[]	evil gods	10381169	Mythology	[]	mythology	5
pearltrees-h5-0046	pearltrees	principal_path_lineage	s243a	10323424	groups	2492488	1	2492488	English	[]	english	10323424	groups	[]	groups	5
pearltrees-h5-0047	pearltrees	principal_path_lineage	s243a	10390869	History by Region / place	10741831,11446295,11746501,15698962	4	10676482	Poverty	[]	poverty	10369724	eyes-symbols-history-s243a	[]	eyes-symbols-history-s243a	5
pearltrees-h5-0048	pearltrees	principal_path_lineage	s243a	10391040	media	12759321	1	12759321	1984 immages	[]	1984 immages	10311531	s243a-wikispaces	[]	s243a-wikispaces	5
pearltrees-h5-0049	pearltrees	principal_path_lineage	s243a	10390825	people	14949841	1	14949841	Sander's on Inequality	"[""Sander&#39;s on Inequality""]"	sander's on inequality	10390825	people	[]	people	5
